Bolagsnamn,Lista,Sektor,Bransch,Ticker,Kursutveckling,Direktavkastning,PE,PS,PB
Veteranpoolen,Spotlight,Industri,Bemanning,VPAB B,-0.395348854,0.135784302,8.352608681,0.705671072,6.050392151
Scandinavian Health,NGM,Dagligvaror,Hälsoprodukter,SHI B,0.672473984,0.01242236,-26.12244987,1.925506949,9.035294533
Salmones Camanchaca,OB Match,Dagligvaror,Fiskodling,SALMON,-0.256790123,0.030219779,10.62553024,1.586552024,2.189666986
GoldBlue,NGM,Sällanköpsvaror,Gaming & Spel,GOLDB,-0.863333359,0.043887148,-0.194866896,0.143413797,-1.704370975
Liv ihop,First North,Hälsovård,Sjukhus & Vårdhem,LIVI,0.425992813,0.171206207,-9.665973663,0.126231998,2.134737968
OptiMobile,Spotlight,Informationsteknik,Kommunikation,OPT,-0.388888855,0.02710762,-2.664729118,1.685758948,0.753384829
Smoltek,Spotlight,Informationsteknik,Elektronik & Tillverkning,SMOL,-0.123809509,0.03327966,-28.01745987,78.78478241,5.545129776
BBS-Bioactive Bone,First North,Hälsovård,Medicinsk Utrustning,BONES,1.878787842,0.402684593,-28.71739006,904.6771851,15.27702999
BBS-Bioactive Bone FI,First North,Hälsovård,Medicinsk Utrustning,BONEH,1.86666687,0.092920351,-26.72467041,0.841807723,0.01421695
Admicom,First North,Informationsteknik,Affärs- & IT-System,ADMCM,0.721519012,0.245733795,62.17995071,20.9637394,20.14969063
Attana,NGM,Hälsovård,Biotech,ATANA,0.870130005,0.009181864,-12.52173996,11.01992989,6.317047119
Cibus Nordic,First North,Finans & Fastighet,Fastighetsbolag,CIBUS,0.062761507,0.01964409,12.31766033,7.237823963,1.12045598
Bygghemma,Mid Cap,Sällanköpsvaror,Detaljhandel,BHG,0.707894745,0.104749203,39.54906082,1.121603012,2.411386013
Green Landscaping,Small Cap,Industri,Stödtjänster & Service,GREEN,-0.187878819,0.488665695,132.1499023,0.477439702,4.338105202
Altia,Mid Cap,Dagligvaror,Bryggeri,ALTIA,-0.019230781,0.01892272,15.02651978,0.752916694,1.828511953
Harvia,Small Cap,Sällanköpsvaror,Möbler & Inredning,HARVIA,0.347962418,0.053446941,16.7445507,2.155653,2.334369898
Elkem,OB Match,Material,Kemikalier,ELK,-0.540181084,0.005747126,11.04841042,0.41672349,0.72933042
Fjordkraft,OB Match,Kraftförsörjning,Elförsörjning,FKRAFT,0.940259628,0.022564771,21.08740044,1.095937967,7.780827999
Agillic,First North,Informationsteknik,Affärs- & IT-System,AGILC,-0.336842117,0.02302526,-5.646005154,3.141725063,-14.52984047
Bodyflight,Spotlight,Sällanköpsvaror,Resor & Nöjen,BODY,-0.583143501,0.06553164,40.7572403,0.729769289,0.368002415
Iconovo,First North,Hälsovård,Medicinsk Utrustning,ICO,0.435643501,0.019887151,-39.59854889,26.35008049,4.145523071
Fluicell,First North,Hälsovård,Biotech,FLUI,-0.022222202,0.0445963,-3.534277916,25.4184494,6.440998077
Infrea,First North,Industri,Byggnation & Infrastruktur,INFREA,-0.148437538,0.036101301,54.43196106,0.566835523,1.016697049
Tectona Capital,NGM,Finans & Fastighet,Fastighetsbolag,TCAB B,0.024096434,0.038211031,-47.75281143,8.495409966,0.995191872
Better Collective,Mid Cap,Sällanköpsvaror,Betting & Casino,BETCO,0.169916382,0.020446939,24.17266083,4.997180939,2.43682909
NCAB Group,Small Cap,Informationsteknik,Elektronik & Tillverkning,NCAB,0.06818182,0.034753361,18.51486969,1.326758027,6.82790184
I-Tech,First North,Material,Kemikalier,ITECH,0.118210888,0.021237299,98.9259491,17.81377983,7.482048035
Ovzon,First North,Telekommunikation,Telekomtjänster,OVZON,0.05857739,0.035648429,58.14086914,6.927197933,2.134131908
JonDeTech Sensors,First North,Industri,Mätning & Analys,JDT,2.096234283,0.03821352,-13.40458012,24.91321945,9.864307404
Africa Resources,NGM,Material,Gruv - Ädelstenar,AFRI,-0.194174728,0.023759611,-5.30125618,9.951090813,2.002109051
Netcompany Group,Large Cap,Informationsteknik,Affärs- & IT-System,NETC,0.415891762,0.108571396,43.11787033,6.826000214,8.085151672
Enersense,First North,Industri,Bemanning,ESENSE,-0.25,0.01119664,-4.182933807,0.152333498,1.353847027
Atlantic Sapphire,Merkur Market,Dagligvaror,Fiskodling,ASA-ME,0.096774197,0.0326087,-71.34364319,1613.546021,5.916924
SpectrumOne,Merkur Market,Sällanköpsvaror,Marknadsföring,SPONE-ME,1.0802005,0.008092996,-0.977045298,7.6065979,1.955607057
Arion Banki,Large Cap,Finans & Fastighet,Banker,ARION SDB,-0.347602768,0.0332618,17.28675079,2.23268199,0.479832709
Epiroc A,Large Cap,Industri,Industrimaskiner,EPI A,-0.027386065,0.149224796,19.46063042,2.798383951,5.022239208
Epiroc B,Large Cap,Industri,Industrimaskiner,EPI B,0.007486598,0.033542471,19.26025963,2.769571066,4.970529079
Flexion Mobile,First North,Sällanköpsvaror,Gaming & Spel,FLEXM,-0.526315804,0.027812901,-12.88936996,2.61113596,6.529897213
IA Industriarmatur,Spotlight,Industri,Installation & VVS,IAG,-0.359375038,0.044100118,-52.49679947,0.911419392,1.630650997
Kojamo,Large Cap,Finans & Fastighet,Fastighetsbolag,KOJAMO,0.530956841,0.032471111,4.887836933,10.74711037,1.305050969
Freetrailer,Spotlight,Sällanköpsvaror,Bil & Motor,FREETR,-0.124716549,0.094167995,-17.74712944,1.072332025,2.888015032
Projektengagemang,Small Cap,Industri,Affärskonsulter,PENG B,-0.633333321,0.044303799,-6.803983212,0.200315207,0.517541587
Calliditas Therapeutics,Mid Cap,Hälsovård,Läkemedel,CALTX,0.494545403,0.057756882,-97.6710968,17.21437073,4.037345886
Dicot,Spotlight,Hälsovård,Läkemedel,DICOT,-0.645833359,0.01547015,-2.076209068,44.07606888,2.172642946
Midsummer,First North,Kraftförsörjning,Solkraft,MIDS,-0.453246765,0.009631728,-16.14510918,3.234081984,6.487289906
Raketech,First North,Sällanköpsvaror,Betting & Casino,RAKE,-0.673659668,0.031526549,3.511411905,1.062991977,0.3909159
Ranplan,First North,Informationsteknik,Kommunikation,RPLAN,0.099999971,0.02840909,-26.71427917,3.960185051,4.756302834
Eezy,First North,Industri,Bemanning,EEZY,-0.325819702,0.01242336,13.15999985,0.359196186,0.607290208
ViroGates,First North,Hälsovård,Medicinsk Utrustning,VIRO,0.590909081,0.005747126,-11.29870987,59.29090118,5.030912876
Shelf Drilling,OB Match,Energi,Olja & Gas - Borrning,SHLF,-0.902261276,0.027611599,-0.38086471,0.098768421,0.101644002
Veoneer,Large Cap,Sällanköpsvaror,Bil & Motor,VNE SDB,-0.692685776,0.058227849,-1.671918988,0.439515412,0.483492315
Calmark,Spotlight,Hälsovård,Läkemedel,CALMA B,-0.147540998,0.02791697,-13.52054082,9.383716373,1.898252063
Okeanis Eco Tankers,Oslo Axess,Industri,Sjöfart & Rederi,OET,-0.021538484,0.126448898,20.55392075,1.831809998,0.684772193
Lohilo Foods,Pepins Market,Dagligvaror,Livsmedel,LOHILO,-0.052631578,0.063157902,-40.54053879,1.751852989,15.99645042
Risk Intelligence,Spotlight,Industri,Sjöfart & Rederi,RISK,-0.228070202,0.029560201,-2.687375069,1.816465974,12.31853008
BRAbank,Merkur Market,Finans & Fastighet,Banker,BRA-ME,-0.037800701,0.02881907,-57.94702148,17.95763969,8.659786224
Hypefactors,First North,Informationsteknik,Affärs- & IT-System,HYPE,-0.010526356,0.106942596,-3.334516048,30.11057091,2.688728094
Metacon,NGM,Kraftförsörjning,Bioenergi,META,-0.111111088,0.133056097,-11.62790966,24.02874947,5.940125942
Ziccum,Spotlight,Hälsovård,Läkemedel,ZICC,0.245535717,0.103999996,-9.595542716,127.7862595,4.875917511
Fellow Finance,First North,Finans & Fastighet,Kredit & Finansiering,FELLOW,-0.71788414,0.058297868,-233.3332977,1.124915957,1.101593971
Stenocare,Spotlight,Hälsovård,Läkemedel,STENO,-0.229133854,0.048171592,102.8901978,35.435009,12.99423981
Zordix,NGM,Sällanköpsvaror,Gaming & Spel,ZORDIX B,1.023529358,0.01265489,118.8255997,4.660955906,3.126401901
Comintelli,Spotlight,Informationsteknik,Affärs- & IT-System,COMINT,-0.516666641,0.025009191,-16.1559906,1.014384031,1.377974033
Nyfosa,Large Cap,Finans & Fastighet,Fastighetsbolag,NYF,-0.04655324,0.035957611,6.462770939,6.51935482,0.913149595
Adverty,NGM,Sällanköpsvaror,Marknadsföring,ADVT,-0.390804558,0.066539922,-5.268913411,31.65901478,-42.75968064
Axolot Solutions,First North,Industri,Energi & Återvinning,AXOLOT,-0.677108459,0.01802403,-1.366232038,7.304406166,0.966630876
Hoodin,Spotlight,Informationsteknik,Affärs- & IT-System,HOODIN,2.602941284,0.01893856,-15.38944724,17.67199744,2.203497988
Jetty,Spotlight,Informationsteknik,Affärs- & IT-System,JETTY,-0.851105652,0.219931297,-0.607823491,2.364675045,6.695848942
PolarCool,Spotlight,Hälsovård,Medicinsk Utrustning,POLAR,-0.799698792,0.066960349,-1.075964728,5.812240455,1.16131602
S2Medical,First North,Hälsovård,Läkemedel,S2M,-0.593180008,0.203463192,-6.639058113,19.69293022,4.873826981
Oma Säästöpankki,Mid Cap,Finans & Fastighet,Banker,OMASP,-0.079670382,0.065359478,7.190383911,2.142019987,0.619927824
Scape Technologies,First North,Industri,Industrimaskiner,SCAPE,-0.38911705,0.096753664,-11.68385029,17.92860031,6.519758224
Tallink Grupp,Mid Cap,Industri,Sjöfart & Rederi,TALLINK,-0.358851624,0.011435111,9.029649734,0.472881585,0.545455515
Azelio,First North,Kraftförsörjning,Solkraft,AZELIO,-0.455582237,0.027315121,-2.480242968,238.9537964,0.561750293
Beyond Frames,Spotlight,Sällanköpsvaror,Gaming & Spel,BEYOND,-0.6525,0.102739697,-2.438169003,3.910279989,1.102159023
Jetpak,First North,Industri,Tåg- & Lastbilstransport,JETPAK,0.39069767,0.01916784,10.67704964,0.830017507,1.168197989
Lime Technologies,Small Cap,Informationsteknik,Affärs- & IT-System,LIME,0.521311531,0.008200858,63.1550293,8.493792534,35.92625046
NeoDynamics,Spotlight,Hälsovård,Läkemedel,NEOD,-0.270073013,0.0107003,-2.418575048,2.021532059,0.825983703
Q-Linea,Mid Cap,Hälsovård,Medicinsk Utrustning,QLINEA,-0.137007885,0.089813805,-7.077725887,1235.480957,3.681685925
CAG Group,First North,Informationsteknik,IT-Konsulter,CAG,-0.215384617,0.022912829,12.24166012,0.682189584,1.731629014
Footway,First North,Sällanköpsvaror,Kläder & Skor,FOOT B,-0.033898325,0.06921556,215.9091034,1.088343024,4.475304127
Raytelligence,NGM,Hälsovård,Medicinsk Utrustning,RAYTL,0.153333349,0.050684242,-8.257756563,65.42640483,2.577038139
Samhällsbyggnadsbolag D,Large Cap,Finans & Fastighet,Fastighetsbolag,SBB D,-0.170967712,0.013330719,7.227628231,9.501647949,0.613842785
InCoax Networks,First North,Telekommunikation,Telekomtjänster,INCOAX,-0.878417282,0.002851711,-0.638531029,12.76671982,1.054833055
FundedByMe A,NGM,Finans & Fastighet,Kredit & Finansiering,FBM A,-0.790356369,0.004916165,-0.510672987,0.000644243,0.000358663
FundedByMe B,NGM,Finans & Fastighet,Kredit & Finansiering,FBM B,-0.761336517,0.01791198,-0.510672987,0.644242883,0.358662605
Game Chest,Spotlight,Sällanköpsvaror,Gaming & Spel,GAMEC,0.482051315,0.04521625,-5.832491875,11.87440014,2.48980999
Halmslätten,Spotlight,Finans & Fastighet,Fastighetsbolag,HALMEN,-0.170305672,0.006056527,7.96445322,7.236886978,0.883327603
Industrial Solar,Spotlight,Kraftförsörjning,Solkraft,ISHE,-0.196721287,0.114754105,-4.182314873,13.13965988,9.026565552
LeadDesk,First North,Informationsteknik,Affärs- & IT-System,LEADD,0.234567852,0.043276658,60.93844986,3.737757921,6.114127159
Ferroamp,First North,Industri,Energi & Återvinning,FERRO,1.440170898,0.014508719,-21.07943916,9.37628746,14.72494984
Teqnion,First North,Industri,Industrikomponenter,TEQ,-0.563616066,0.003673095,9.695978165,0.4961707,1.470168948
Frill B,First North,Dagligvaror,Livsmedel,FRILL B,-0.73596489,0.03643259,-1.707123041,13.66440964,1.247810006
Nustay,Spotlight,Informationsteknik,Internettjänster,NUSTAY,-0.842182922,0.027960861,-0.711341577,2.847290784,1.659041784
Nordic Entertainment B,Large Cap,Sällanköpsvaror,Media & Publicering,NENT B,-0.008256895,0.044943819,24.71902084,0.929062605,10.14587975
Nordic Entertainment A,Large Cap,Sällanköpsvaror,Media & Publicering,NENT A,-0.021929824,0.005103448,25.49650002,0.958283782,10.46498966
Karnov,Mid Cap,Industri,Affärskonsulter,KAR,0.348837204,0.028912179,2164.178955,7.482441902,3.710357904
ACR,Pepins Market,Industri,Flygtransport,ACR,0.011764706,0.086767893,55.10700989,1.215229988,20.17939949
Active Properties A,Pepins Market,Finans & Fastighet,Fastighetsbolag,ACTIV,0.263157959,0.037774711,33.51955032,4.331447124,2.244469881
Active Properties B,Pepins Market,Finans & Fastighet,Fastighetsbolag,ACTIVB,-0.31,0.0144358,19.27374077,2.490581989,1.290570021
Bohusvind B,Pepins Market,Kraftförsörjning,Vindkraft,BOHUS,0,0.159872103,70.58822632,1.659209967,0.886896074
Bohusvind A,Pepins Market,Kraftförsörjning,Vindkraft,BOHUSA,0,0.038684721,221.1764984,5.198859215,2.778940916
Box Destilleri B,Pepins Market,Dagligvaror,Bryggeri,BOXD,-0.016129032,0.01948052,-32.32986832,1.920290947,2.427081108
Clean Oil Tech,Pepins Market,Industri,Energi & Återvinning,CLENO,0.066666684,0.0266418,-10.71667957,58.99816895,4.994310856
Dala Energi,Pepins Market,Kraftförsörjning,Elförsörjning,DALAE,0.368421059,0.070129871,8.026673317,1.910076976,1.142210007
Edsbyns Elverk,Pepins Market,Kraftförsörjning,Elförsörjning,EDBYE,0,0.032451921,16.31904984,0.567645192,0.877709508
Elajo Invest,Pepins Market,Informationsteknik,Elektronisk Utrustning,ELAJO,0.192307701,0.1238274,12.39999962,0.349406511,4.803486824
Forsstrom High Frequency,Pepins Market,Industri,Industrimaskiner,FORSS,0,0.01766004,10.50053024,0.148824304,0.624479592
Garpco,Pepins Market,Finans & Fastighet,Investmentbolag,GARPC,0.08333333,0.029516661,21.53359032,0.76562649,2.15346694
Ledsjö Vind,Pepins Market,Kraftförsörjning,Vindkraft,LEDSJ,0.175,0.067647061,11.66948032,2.410427094,2.830948114
Nordic Whisky,Pepins Market,Dagligvaror,Bryggeri,NORDW,1.073170776,0.05893909,850,152.2088928,3.526163101
Pepins,Pepins Market,Finans & Fastighet,Kredit & Finansiering,PEPIN,-0.408163261,0.097465887,-7.317687988,4.783765793,1.02700305
Rabbalshede Kraft,Pepins Market,Kraftförsörjning,Vindkraft,RABBAK,0.379310303,0.039933441,36.79853058,3.630876064,0.975806415
SPPC,Pepins Market,Finans & Fastighet,Fastighetsbolag,SPPC,-0.5,0.01877934,-60.46863174,3.726118088,0.442625105
Slättens Vind,Pepins Market,Kraftförsörjning,Vindkraft,SLATT,-0.1,0.008941545,27.03920937,3.300122976,0.855815589
Triona,Pepins Market,Informationsteknik,Affärs- & IT-System,TRIONA,0.36363636,0.182825508,18.31837082,0.97949791,2.89003706
Älvsborgsvind,Pepins Market,Kraftförsörjning,Vindkraft,ALVBO,-0.21666666,0.002696825,21.75926018,2.862704992,1.198629975
Dynamic Code,Pepins Market,Hälsovård,Medicinsk Utrustning,DYNAM,0.625,0.093632956,-11.33358002,14.69316006,11.21516991
Superfruit,Pepins Market,Dagligvaror,Livsmedel,SPURF,-0.5625,0.252998505,-3.948779106,0.385647506,1.75148499
Frilans Finans,Pepins Market,Finans & Fastighet,Kredit & Finansiering,FRILA,-0.422222214,0.016943589,17.98436928,0.055565011,2.479182005
Urbangreen,Pepins Market,Industri,Energi & Återvinning,URBAG,0,0.05625813,-33.99914932,1.019389033,1.578685045
WTS Trax,Pepins Market,Informationsteknik,Rymd- & Satellitteknik,WTSTR,0.600000038,0.042378998,-12.51955986,6.83658886,18.85548019
XTZ Partners,Pepins Market,Sällanköpsvaror,Hemelektronik,XTZPA,-0.433333359,0.216049404,18.91691017,0.328859091,0.592212021
AIK Ishockey,Pepins Market,Sällanköpsvaror,Fritid & Sport,AIKIS,-0.571428566,0.267379704,-1.810829043,0.764102876,10.18095016
DIF Hockey,Pepins Market,Sällanköpsvaror,Fritid & Sport,DIFHO,-0.2,0.011785671,-580.9127808,0.712529719,2.363890886
Gaming Innovation,Small Cap,Sällanköpsvaror,Betting & Casino,GIGSEK,-0.783333359,0.02416327,-0.517145276,0.272040993,1.503872991
Triboron,First North,Industri,Energi & Återvinning,TRIBO B,-0.77625,0.01261436,-4.743607044,98.03928375,4.291450977
Drilling Company,Large Cap,Energi,Olja & Gas - Borrning,DRLCO,-0.70097084,0.000215494,-8.287143707,0.766322613,0.254469097
Adevinta,OB Match,Finans & Fastighet,Investmentbolag,ADE,0.074275155,0.03943377,102.3665009,9.629346848,4.297327042
1347 Property Insurance,Nasdaq,Finans & Fastighet,Försäkring,PIH,-0.133895159,0.119403,28.32210922,5.012550831,0.44592309
180 Degree Capital,Nasdaq,Finans & Fastighet,Kapitalförvaltning,TURN,-0.278947353,0.061934261,3.234946966,47.4847908,0.447799414
1-800 flowers.com,Nasdaq,Sällanköpsvaror,Detaljhandel,FLWS,-0.23529417,0.042272129,22.98295975,0.710668385,2.305710077
1st Constitution Bancorp,Nasdaq,Finans & Fastighet,Banker,FCCY,-0.297312088,0.06689621,8.393395424,2.172668934,0.765372276
1st Source,Nasdaq,Finans & Fastighet,Banker,SRCE,-0.300979137,0.111771698,9.193985939,2.961471081,1.011415005
2U Inc,Nasdaq,Informationsteknik,IT-Konsulter,TWOU,-0.629392014,0.053864169,-6.331889153,2.683598995,2.168276072
A Mark Precious Metals,Nasdaq,Material,Gruv - Prospekt & Drift,AMRK,0.173835163,0.06998158,60.76066971,0.01979289,1.289533019
Aaon,Nasdaq,Industri,Installation & VVS,AAON,0.025508046,0.0207851,46.49156952,5.264074802,8.515213013
Ability,Nasdaq,Informationsteknik,IT-Konsulter,ABIL,-0.7735849,0.02457042,-0.104474999,4.210930824,0.639530003
ABIOMED,Nasdaq,Hälsovård,Medicinsk Utrustning,ABMD,-0.402584381,0.041878548,30.26692963,8.651975632,6.95310688
Abraxas Petroleum,Nasdaq,Energi,Olja & Gas - Exploatering,AXAS,-0.905517197,0.0327245,0.390647292,0.168564498,0.134466097
AC Immune,Nasdaq,Hälsovård,Biotech,ACIU,0.51411293,0.031641071,11.3718996,4.704185009,1.917057037
Acacia Communications,Nasdaq,Informationsteknik,Kommunikation,ACIA,0.112844944,0.032502041,87.79318237,6.039955139,4.852060795
Acacia Research,Nasdaq,Industri,Affärskonsulter,ACTG,-0.237179394,0.028973839,-6.798058033,10.66005993,0.661554813
Acadia Healthcare,Nasdaq,Hälsovård,Sjukhus & Vårdhem,ACHC,-0.20040905,0.023389411,18.91324997,0.662214994,0.821355283
Acadia Pharmaceuticals,Nasdaq,Hälsovård,Biotech,ACAD,0.749610519,0.208530807,-28.11288071,20.57509041,9.978787422
Accelerate Diagnostics,Nasdaq,Hälsovård,Medicinsk Utrustning,AXDX,-0.469168892,0.375854187,-6.400723934,58.2571907,-73.39980316
Acceleron Pharma,Nasdaq,Hälsovård,Biotech,XLRN,1.30217865,0.056210971,-41.28718185,70.56056213,11.6157198
Accuray,Nasdaq,Hälsovård,Medicinsk Utrustning,ARAY,-0.554545479,0.086759472,-120.9877014,0.432840586,3.161598921
AcelRx Pharmaceuticals,Nasdaq,Hälsovård,Biotech,ACRX,-0.598820076,0.01068723,-2.022605896,47.2780304,-2.612859011
ACI Worldwide,Nasdaq,Informationsteknik,IT-Konsulter,ACIW,-0.255731945,0.029286151,44.76662064,2.333934069,2.598989964
Aclaris Therapeutics,Nasdaq,Hälsovård,Biotech,ACRS,-0.789386368,0.02539319,-0.462221593,12.46432972,0.753614724
ACM Research,Nasdaq,Informationsteknik,Elektronik & Tillverkning,ACMR,1.22300766,0.045669069,35.03139114,5.804933071,6.413514137
ACNB Corp,Nasdaq,Finans & Fastighet,Banker,ACNB,-0.315885429,0.088452091,7.820313931,2.673680067,0.981320024
Acorda Therapeutics,Nasdaq,Hälsovård,Biotech,ACOR,-0.906938782,0.0654248,-0.1984265,0.282624692,0.174954206
Activision Blizzard,Nasdaq,Sällanköpsvaror,Gaming & Spel,ATVI,0.338409538,0.01974612,32.46126938,7.496862888,3.799073935
Adamas Pharmaceuticals,Nasdaq,Hälsovård,Biotech,ADMS,-0.49068325,0.0254949,-0.863044322,1.678799033,-102.7151031
Adamis Pharmaceuticals,Nasdaq,Hälsovård,Läkemedel,ADMP,-0.8125,0.009771351,-0.681570411,1.048483968,0.643392384
Addus HomeCare,Nasdaq,Hälsovård,Sjukhus & Vårdhem,ADUS,0.194323769,0.198473301,51.14564896,2.001825094,2.549423933
ADDvantage Technologies,Nasdaq,Informationsteknik,Kommunikation,AEY,1.110294113,0.03917253,-6.53609705,0.477543712,1.071879029
Adesto Technologies,Nasdaq,Informationsteknik,Elektronik & Tillverkning,IOTS,0.851910858,0.033146701,-12.94956017,2.979072094,5.989264011
ADMA Biologics,Nasdaq,Hälsovård,Biotech,ADMA,-0.423935127,0.01173959,-3.197118044,5.74001503,6.431602001
Adobe System,Nasdaq,Informationsteknik,Affärs- & IT-System,ADBE,0.253457794,0.01787523,51.59040833,14.11410046,15.72762012
Adtran,Nasdaq,Informationsteknik,Kommunikation,ADTN,-0.400277977,0.000199674,-7.791622162,0.781820595,1.089337945
Aduro Biotech,Nasdaq,Hälsovård,Biotech,ADRO,-0.119891052,0.019980969,-3.14141202,15.11046028,3.975552082
Advanced Emissions Solutions,Nasdaq,Industri,Energi & Återvinning,ADES,-0.4455756,0.057042561,3.641226053,1.854966998,1.200525045
Advanced Energy Industries,Nasdaq,Informationsteknik,Elektronik & Tillverkning,AEIS,-0.030586064,0.183486195,36.08781052,2.573412895,3.000216961
Advanced Micro Devices,Nasdaq,Informationsteknik,Elektronik & Tillverkning,AMD,0.972351913,0.1410256,187.5384064,9.548075676,22.73368073
Advaxis,Nasdaq,Hälsovård,Biotech,ADXS,-0.813239441,0.005858855,-0.221524298,33.33628082,0.96122241
Adverum Biotechnologies,Nasdaq,Hälsovård,Biotech,ADVM,1.305882416,0.220588207,-11.68986034,3167.156006,4.525620937
Aegion,Nasdaq,Industri,Byggnation & Infrastruktur,AEGN,-0.199587345,0.038802481,-23.12620926,0.392699987,1.114441037
Aehr Test Systems,Nasdaq,Industri,Mätning & Analys,AEHR,-0.08139533,0.038647339,-10.91160011,1.587064981,2.264456034
Aemetis,Nasdaq,Kraftförsörjning,Bioenergi,AMTX,-0.291627941,0.041493778,-0.349111706,0.062036481,-0.081175633
Aerie Pharmaceuticals,Nasdaq,Hälsovård,Biotech,AERI,-0.615660057,0.00622871,-3.664587975,10.70401001,4.480873108
AeroVironment,Nasdaq,Industri,Militär & Försvar,AVAV,-0.111913919,0.079365082,48.68251038,4.516284943,2.944984913
Aethlon Medical,Nasdaq,Hälsovård,Medicinsk Utrustning,AEMD,-0.876968689,0.079491258,-0.335004687,13.78643036,1.834568977
Affimed Nv,Nasdaq,Hälsovård,Biotech,AFMD,-0.458227806,0.035528331,-11.64943027,3.048677921,5.513907909
Agenus,Nasdaq,Hälsovård,Biotech,AGEN,0.038461566,0.114155302,-3.378801107,2.47993207,-1.875180006
Agilisys,Nasdaq,Informationsteknik,Affärs- & IT-System,AGYS,-0.105940638,0.029028659,-40.10659027,2.70894289,4.407481194
Agios Pharmaceuticals,Nasdaq,Hälsovård,Biotech,AGIO,-0.314416161,0.029282579,-6.129620075,24.38752937,4.489394188
AGM Group,Nasdaq,Informationsteknik,IT-Konsulter,AGMH,-0.254882813,0.02759681,-178.897995,99.17462921,88.65870667
AGNC Investment,Nasdaq,Finans & Fastighet,Fastighet - REIT,AGNC,-0.350192413,0.085106382,10.18966007,2.189532995,0.579063296
AgroFresh Solutions,Nasdaq,Informationsteknik,IT-Konsulter,AGFS,-0.498480263,0.007431491,-1.381214976,0.496539712,0.258677691
Air T Inc,Nasdaq,Industri,Tåg- & Lastbilstransport,AIRT,-0.2516259,0.0480268,25.8173008,0.162842393,1.797932982
Air Transport Services,Nasdaq,Industri,Flygtransport,ATSG,-0.201448021,0.006420928,21.67630005,0.766037226,2.416521072
Airgain,Nasdaq,Informationsteknik,Kommunikation,AIRG,-0.565353394,0.0436341,75.7906189,1.207106948,1.404536963
Akamai Technologies,Nasdaq,Informationsteknik,IT-Konsulter,AKAM,0.304347763,0.052872062,34.59909821,5.626550198,4.450866222
Akcea Therapeutics,Nasdaq,Hälsovård,Läkemedel,AKCA,-0.437031937,0.03309032,37.69371033,3.419203043,3.076271057
Akebia Therapeutics,Nasdaq,Hälsovård,Biotech,AKBA,0.034674048,0.006571516,-3.15820694,2.709522009,2.29937005
Akers Biosciences,Nasdaq,Hälsovård,Biotech,AKER,-0.777519836,0.163538895,-0.724820375,5.071959019,0.854976892
Akorn,Nasdaq,Hälsovård,Läkemedel,AKRX,-0.937722778,0.03248863,-0.104827501,0.034880862,0.101598501
Akoustis Technologies,Nasdaq,Informationsteknik,Elektronik & Tillverkning,AKTS,0.119117622,0.01556275,-6.925107002,147.5484924,6.235606194
Alarm.com,Nasdaq,Informationsteknik,Affärs- & IT-System,ALRM,-0.370262032,0.043525572,40.41135025,4.171467781,5.892268181
Alaska Communications Systems,Nasdaq,Telekommunikation,Bredband & Telefoni,ALSK,0.109195347,0.004403839,21.25551033,0.442195505,0.593375802
Albireo Pharma,Nasdaq,Hälsovård,Biotech,ALBO,-0.475860138,0.053311529,-3.595438957,23.98781967,2.481152058
Alexion Pharmaceuticals,Nasdaq,Hälsovård,Läkemedel,ALXN,-0.270190887,0.124805002,9.293802261,4.407289028,1.951526999
Alico,Nasdaq,Dagligvaror,Jordbruk,ALCO,0.013446569,0.02200825,5.212580204,1.807014942,1.100798011
Align Technology,Nasdaq,Hälsovård,Medicinsk Utrustning,ALGN,-0.351712837,0.0695122,34.37171936,6.191746235,11.07013035
Alimera Sciences,Nasdaq,Hälsovård,Läkemedel,ALIM,-0.68562088,0.06132844,-2.197149992,0.442809314,-5.373782158
ALJ Regional,Nasdaq,Material,Gruv - Industrimetaller,ALJJ,-0.625,0.040705562,-1.147228003,0.071951613,0.316147298
Alkermes,Nasdaq,Hälsovård,Biotech,ALKS,-0.545587425,0.038419321,-12.42012978,2.095280886,2.260335922
Allegiance Bancshares,Nasdaq,Finans & Fastighet,Banker,ABTX,-0.330800552,0.02894356,9.975728035,2.173043013,0.712976277
Allegiant Travel,Nasdaq,Industri,Flygtransport,ALGT,-0.41059845,0.100200396,5.546555042,0.700320184,1.459185958
Scworx,Nasdaq,Informationsteknik,Affärs- & IT-System,WORX,0.157534237,0.041968708,-3.213294029,13.94810009,7.20696497
Allied Healthcare Products,Nasdaq,Hälsovård,Medicinsk Utrustning,AHPI,6.81258606,0.029334619,-25.32234955,1.813649058,5.822933197
Allied Motion Technologies,Nasdaq,Industri,Elektroniska komponenter,AMOT,-0.265411854,0.01675603,14.96776009,0.696610689,2.168741941
Allscripts Healthcare Solutions,Nasdaq,Hälsovård,Medicinsk Utrustning,MDRX,-0.337513046,0.084818687,-5.694780827,0.581421673,0.801510274
Alnylam Pharmaceuticals,Nasdaq,Hälsovård,Biotech,ALNY,0.344171066,0.047283978,-14.88551044,61.63064957,9.413644791
Alpha & Omega Semiconductor,Nasdaq,Informationsteknik,Elektronik & Tillverkning,AOSL,-0.290163937,0.01354363,296.5752869,0.469923794,0.725183904
Alphabet,Nasdaq,Informationsteknik,Internettjänster,GOOGL,0.034758329,0.007188184,25.73551941,5.380689144,4.323338985
