Bolagsnamn,Bransch,PE,PS,PB
Home Federal Bancorp,Banker,9.963363647,1.970013022,0.80000478
HomeStreet,Banker,14.22694969,1.934638977,0.79012692
Hometrust Bancshares,Banker,9.023440361,1.80577302,0.618049622
Homology Medicines,Biotech,-7.838528156,523.7437134,3.375370979
Hooker Furniture,Möbler & Inredning,11.25354958,0.31473729,0.70132941
Hope Bancorp,Banker,6.409019947,1.586680055,0.533659279
Horizon Bancorp,Banker,6.591535091,2.171804905,0.689696193
Horizon Pharma,Läkemedel,11.30292034,4.564389229,2.715157986
Horizon Technology Finance,Fondförvaltning,6.712290764,3.585026979,0.821057022
Service Properties Trust,Fastighet - REIT,3.739085913,0.419907212,0.388114393
Hostess Brands,Livsmedel,21.75177002,1.721210003,1.051493049
Houghton Mifflin Harcourt,Utbildning,-0.731579781,0.112666696,0.276648492
Houston Wire & Cable,Kommunikation,14.35064983,0.108522497,0.354263693
Howard Bancorp,Banker,11.46634007,2.116597891,0.616044223
HTG Molecular Diagnostics,Medicinsk Utrustning,-0.651530087,0.99822247,0.799753189
Hub Group,Tåg- & Lastbilstransport,15.4357996,0.458202511,1.563073993
Hudson Global,Bemanning,-33.80438995,0.28458631,0.740892828
Hudson Technologies,Konsumentservice,-1.356662035,0.217221498,0.780357301
Huntington Bancshares,Banker,6.635070801,2.039520979,0.726411998
Hurco Companies,Mätning & Analys,19.56582069,0.826936126,0.807679415
Huron Consulting,Affärskonsulter,26.8389492,1.177999973,1.942607045
Huttig Building Products,Skogsbolag,-1.144287944,0.031248329,0.591460288
HV Bancorp,Banker,44.5413208,4.257358074,0.79346329
HyreCar,Affärs- & IT-System,-1.444443941,1.344136953,3.117763996
i3 Verticals,Betalning & E-handel,-61.07445908,1.602866054,6.414049149
IAC InterActive,Internettjänster,43.02959061,3.667481899,5.958388805
Iberiabank,Banker,5.407825947,1.498147964,0.452549309
iCAD,Medicinsk Utrustning,-12.88309956,5.868628979,36.26953888
ICC Holdings,Försäkring,7.256649017,0.534009218,0.469900787
ICF International,Affärskonsulter,19.0992794,0.874007523,1.808467031
Ichor,Elektronik & Tillverkning,48.04753876,0.82483393,2.312783957
ICON,Biotech,22.51713943,2.962002993,5.136354923
Iconix Brand,Kläder & Skor,-0.052098721,0.043263178,-0.02278536
ICU Medical,Medicinsk Utrustning,44.03240967,3.382586002,3.109874964
ID Systems,Rymd- & Satellitteknik,-9.177430153,1.960718036,1.220615029
Identiv,Datorer & Hårdvara,-22.77304077,0.596248984,1.408077002
Idera Pharmaceuticals,Biotech,-0.590757191,35.86050034,-4.649534225
Idexx Laboratories,Hälsovård & Hjälpmedel,53.83041,9.339670181,126.6656036
IES Holdings,Byggnation & Infrastruktur,12.03680992,0.377893388,1.645190001
IF Bancorp,Banker,14.18661976,1.993947029,0.70404309
iFresh,Livsmedelsbutiker,-2.174612999,0.249671802,-24.64380074
IHS Markit,Information & Data,30.82512093,5.972537994,3.175029993
II-VI Inc,Elektronisk Utrustning,-41.91679001,1.498896956,1.242223978
Ikonics,Kemikalier,-8.139727592,0.375097096,0.539189696
Illumina,Medicinsk Utrustning,44.29573822,12.35912037,9.49238205
Image Sensing Systems,Mätning & Analys,2.922127008,1.401877999,1.151646018
Immersion,Datorer & Hårdvara,-9.281107903,5.155185223,2.212882042
ImmuCell,Biotech,-21.73683929,2.170770884,1.027524948
ImmunoGen,Biotech,-5.277026176,6.761239052,-7.307496071
Immunomedics,Biotech,-11.49717999,15271.90039,16.79413033
Impinj,Elektronik & Tillverkning,-17.81981087,2.72559309,3.326189995
Harrow Health,Biotech,714.0625,2.280034065,4.209805965
Incyte,Biotech,44.45526886,9.14076519,7.59416008
Independent Bank B,Banker,14.21665955,5.496366978,1.438377023
Independent Bank P,Banker,6.595108032,1.994130969,0.848110318
Independent Bank Group,Banker,5.800126076,1.700425982,0.474517286
Industrea Acquisition,Byggnation & Infrastruktur,-6.511498928,0.4583112,0.391616702
Industrial Logistics Properties,Fastighet - REIT,22.92440987,5.260305882,1.211061001
Industrial Services of America,Energi & Återvinning,-3.002144098,0.167691201,1.155048013
Infinera,Kommunikation,-2.740613937,0.82557708,2.774168968
Infinity Pharmaceuticals,Biotech,-1.114071012,17.22249985,6.796710968
Information Services,Affärskonsulter,34.61537933,0.434114397,1.286566019
Infrastructure & Energy,Byggnation & Infrastruktur,-2.009321928,0.02717345,-0.432949007
Ingles Markets,Livsmedelsbutiker,9.77589798,0.178702801,1.109753966
Innerworkings,Marknadsföring,-8.609271049,0.064387627,0.418229192
Innodata,IT-Konsulter,-14.54179955,0.396060795,0.840897322
Innophos,Kemikalier,29.63134956,0.83041811,1.864197969
Innospec,Kemikalier,16.09732056,1.18284905,1.948835969
Innovative Solutions & Support,Industrimaskiner,26.14953995,2.923119068,1.448618054
Innoviva,Läkemedel,9.286898613,4.998120785,4.161436081
Inogen,Medicinsk Utrustning,54.27812958,3.112272978,3.268707991
Inovalon,IT-Konsulter,320.8413086,4.050672054,3.781382084
Inovio Pharmaceuticals,Biotech,-6.153337002,183.4008026,219.5352936
Inpixon,IT-Konsulter,-0.023356279,0.746030629,0.780594289
Inseego,Kommunikation,-21.97717094,4.242558002,-25.00737953
Insight Enterprises,IT-Konsulter,10.74892998,0.2173381,1.448122025
Insignia Systems,Marknadsföring,-1.64090395,0.379478008,0.706381202
Insmed,Biotech,-6.190570831,12.23655987,6.381552219
Inspired Entertainment,Gaming & Spel,-1.301774979,0.318825006,-0.988035619
Insteel Industries,Elektroniska komponenter,151.0066986,0.674045324,1.229840994
Insulet,Medicinsk Utrustning,994.4146118,15.72317028,152.9228973
Integra LifeSciences,Medicinsk Utrustning,82.82218933,2.720010996,2.913578033
Integrated Media Technology,IT-Konsulter,6.833167076,2.009627104,0.750256181
Intel Corporation,Elektronik & Tillverkning,12.89101982,3.616082907,3.350950003
Intellia Therapeutics,Biotech,-6.266020775,15.37279987,2.455207109
Inter Parfums,Hygienprodukter,25.09861946,2.107598066,3.213221073
Intercept Pharmaceuticals,Biotech,-6.670951843,9.469961166,46.2884903
InterDigital,Kommunikation,73.48116302,4.657268047,1.950364947
Interface,Möbler & Inredning,6.891932011,0.402770311,1.469117999
Intergroup,Fastighetsbolag,34.80908966,0.975859821,-1.68492806
Internap,IT-Konsulter,-0.024523949,0.00755945,-0.03632962
International Bancshares,Banker,8.49319458,3.511571884,0.816363573
International Speedway,Resor & Nöjen,25.48142052,2.857826948,1.164188981
Internet Gold Golden Lines,Bredband & Telefoni,-0.01506516,0.001346559,0.028919989
Interpace Diagnostics,Affärskonsulter,-0.799587727,0.711028874,0.499817103
Intersect ent,Medicinsk Utrustning,-7.446341991,3.012562037,2.785046101
Intevac,Industrimaskiner,99.28862,1.047391057,1.190538049
INTL FCStone,Kredit & Finansiering,9.004286766,0.019826559,1.21202898
Intra Cellular Therapies,Biotech,-6.347130775,15562.25,4.836088181
IntriCon,Medicinsk Utrustning,-52.64942932,0.96094048,1.201830029
Intuit,Affärs- & IT-System,42.31560135,9.552167892,18.26625061
Intuitive Surgical,Medicinsk Utrustning,44.00682831,13.15641975,7.130018234
Investar Holding,Banker,6.70717001,1.399786949,0.517411292
Investors Bancorp,Banker,10.91860962,1.933907032,0.767248213
Investors Title,Försäkring,7.431382179,1.344774961,1.217136979
Ionis Pharmaceuticals,Biotech,25.63143921,6.596941948,5.034159184
IPG Photonics,Elektronisk Utrustning,36.07062149,4.869281769,2.665194035
IRadimed,Medicinsk Utrustning,25.31549072,6.06667614,4.208434105
iRhythm Technologies,Medicinsk Utrustning,-41.1427002,11.05105019,17.51009941
Iridex,Medicinsk Utrustning,-2.729393005,0.556839883,1.065536976
Iridium Communications,Telekomtjänster,-17.67585945,5.512421131,2.117070913
iRobot,Elektronisk Utrustning,16.31126976,1.130800962,2.105304003
Ironwood Pharmaceuticals,Biotech,28.0042305,3.890476942,-17.87360001
Isramco,Olja & Gas - Exploatering,22.81722069,4.006641865,47.37689972
Iteris,Kommunikation,-15.68365002,1.304422021,2.299360991
Iterum Therapeutics,Biotech,-0.398389488,1137.277954,-1.603752971
Itron,Elektroniska komponenter,51.29711151,1.003604054,3.234214067
Anixa Biosciences,Biotech,-4.181035042,161.7285004,7.426095963
IZEA,Internettjänster,-0.717535913,0.374558091,0.517568886
J&J Snack Foods,Livsmedel,26.26976967,2.057461977,2.924999952
j2 Global,Bredband & Telefoni,17.30497932,2.639672041,2.762197971
Jack Henry & Associates,IT-Konsulter,45.97827148,7.901906013,8.668585777
Jack In The Box,Restaurang & Café,16.67355919,1.036471009,-1.191532969
Jaguar Health,Biotech,-0.05550807,4.724802017,1.326679945
James River,Försäkring,29.92238998,1.254372001,1.461470008
Jason Industries,Industrimaskiner,-0.146197394,0.020257691,-0.075336628
Jazz Pharmaceuticals,Läkemedel,12.21341038,2.884439945,2.004342079
JB Hunt Transport Services,Tåg- & Lastbilstransport,21.01365089,1.103363991,4.523087978
Jerash Holdings US,Möbler & Inredning,7.548573017,0.559787571,0.935831189
JetBlue Airways,Flygtransport,4.845815182,0.321927309,0.542963088
Jewett Cameron Trading,Skogsbolag,18.86050987,0.541518688,1.427932024
John B Sanfilippo & Son,Livsmedel,18.61779976,1.085860968,4.187861919
Johnson Outdoors,Fritid & Sport,11.18990993,1.041159034,1.847612023
Joint,Sjukhus & Vårdhem,49.19459915,3.237849951,27.42408943
Jounce Therapeutics,Biotech,3.108213902,1.175006986,0.995175719
JW Mays,Fastighetsbolag,29.79567909,2.001266956,0.74727118
Kaiser Aluminium,Gruv - Industrimetaller,19.63203049,0.787284017,1.624235988
Kala Pharmaceuticals,Biotech,-3.513542891,57.56919098,11.77674961
Kalvista Pharmaceuticals,Läkemedel,-5.826450825,15.58765984,2.048086882
Kandi Technologies,Bil & Motor,-49.15911865,1.623839974,0.911987424
Karyopharm Therapeutics,Biotech,-6.751513004,34.76893997,28.56524086
KBS Fashion,Kläder & Skor,-0.243884102,0.218397498,0.075855121
Portman Ridge Finance,Fondförvaltning,-3.583257914,2.013478994,0.350511402
Kearny Financial,Banker,17.23930931,3.111280918,0.671351373
Kelly Services,Bemanning,4.974355221,0.103378899,0.437845796
Kem Pharm,Biotech,-0.326520711,0.764445484,-0.131818995
Kentucky First Federal,Banker,51.34003067,3.888072014,0.772013485
Kewaunee Scientific,Medicinsk Utrustning,-4.559184074,0.148671597,0.51602608
Key Tronic,Datorer & Hårdvara,-4.827671051,0.097584158,0.363865197
Kforce,Bemanning,12.02840042,0.469767988,3.784215927
Kimball Electronics,Elektronik & Tillverkning,10.28141022,0.241782993,0.803644776
Kimball International,Bygginredning,10.50938034,0.565758884,1.864598989
Kindred Biosciences,Biotech,-2.550378084,37.30596161,1.938138008
Kingold Jewelry,Accessoarer,2.851468086,0.006165375,0.01336321
Kingstone Companies,Försäkring,-9.218129158,0.378672689,0.624798477
Kinsale Capital,Försäkring,39.53430939,7.949738979,6.186607838
Kirklands,Detaljhandel,-0.211796999,0.018529771,0.1454065
KLA Tencor,Elektronik & Tillverkning,22.65063095,4.805654049,9.501659393
Kopin,Elektronik & Tillverkning,-1.034013987,1.028388977,1.061107039
Kornit Digital,Industrimaskiner,105.9915009,6.20219183,3.297528028
Koss,Hemelektronik,-23.75315094,0.345346212,0.470835507
Kraft Heinz,Livsmedel,17.9960804,1.390776992,0.672906518
Kratos Defense & Security,Militär & Försvar,146.4105072,2.152030945,2.68956995
Kulicke & Soffa Industries,Elektronik & Tillverkning,60.67269897,2.836291075,1.927569985
KVH Industries,Kommunikation,-9.858233452,1.030645967,1.084957957
La Jolla Pharmaceutical,Biotech,-1.528867006,7.750257015,-3.191184998
Lake Shore Bancorp,Banker,18.07901001,3.00523901,0.880349278
Lakeland Bancorp,Banker,7.775690079,2.118480921,0.749194086
Lakeland Financial,Banker,12.03800011,4.809599876,1.730860949
Lakeland Industries,Kläder & Skor,882.3530273,1.262287021,1.568264961
Lam Research,Elektronik & Tillverkning,20.19908905,4.065402031,8.864699364
Lamar Advertising,Fastighet - REIT,13.21512985,2.806807995,4.170225143
Lancaster Colony,Livsmedel,25.14406013,2.78115797,4.800073147
Landec,Livsmedel,-13.18622971,0.493558586,1.168845057
Landmark Bancorp,Banker,8.99939537,2.580471039,0.881746471
Lands End,Kläder & Skor,11.06639957,0.147373497,0.613467991
Landstar System,Tåg- & Lastbilstransport,17.88908958,0.988281012,5.602031231
Lantheus,Hälsovård & Hjälpmedel,17.78565979,1.586598039,4.808719158
Lantronix,Kommunikation,-13.82155991,1.289348006,1.771345973
Lattice Semiconductor,Elektronik & Tillverkning,63.79418945,6.695921898,8.257900238
Laureate Education,Konsumentservice,170.1954041,0.676468372,0.780536592
Lawson Products,Industrimaskiner,38.28876114,0.719289184,2.469436884
Lazydays,Bil & Motor,-4.518072128,0.031366881,0.148389295
LB Foster,Gruv - Industrimetaller,3.448189974,0.219401896,0.846103072
LCNB,Banker,9.236418724,2.645143986,0.756189704
Liquid Media Group,Internettjänster,-0.472038686,28.32331085,2.308420897
Legacytexas Financial,Banker,14.44433022,4.770000935,1.818030953
LeMaitre Vascular,Medicinsk Utrustning,31.68989944,4.807448864,3.80439496
Lendingtree,Kredit & Finansiering,73.62181091,2.340871096,6.438595772
Level One Bancorp,Banker,8.174584389,1.856371999,0.766112626
Lexicon Pharmaceuticals,Biotech,1.991567016,0.732516587,2.014703989
LGI Homes,Bostadsbyggnation,7.17468977,0.695186675,1.511914968
LHC Group,Sjukhus & Vårdhem,43.8510704,2.003844023,2.949415922
Lianluo Smart,Medicinsk Utrustning,-0.923883021,14.87491035,2.669903994
Liberty Broadband,Media & Publicering,183.4710999,1440.374023,2.00624609
Liberty Global,Media & Publicering,-8.580812454,1.016710043,0.862426877
Liberty Latin America,Telekomtjänster,-26.05937004,0.540983617,0.672706723
Liberty Media,Media & Publicering,-17.69701004,2.722048044,1.050577998
Liberty TripAdvisor,Internettjänster,-7.159904003,0.1010722,0.492727011
Lifetime Brands,Hemelektronik,-2.569097042,0.160234407,0.498299211
Lifevantage,Läkemedel,14.68214035,0.724446177,5.717593193
Lifeway Foods,Livsmedel,59.66667175,0.300238103,0.650179207
Ligand Pharmaceuticals,Biotech,2.860722065,12.74431992,1.997977018
LightPath Technologies,Hälsovård & Hjälpmedel,-14.40598965,1.177250028,1.196602941
Limbach,Byggnation & Infrastruktur,36.87942886,0.042395379,0.533447802
Limelight Networks,IT-Konsulter,-55.45145035,3.840703011,4.627054214
Limestone Bancorp,Banker,10.15408993,2.154921055,1.01039803
Limoneira,Jordbruk,-29.46067047,1.442932963,1.182697058
Lincoln Educational Services,Konsumentservice,29.15712929,0.220967293,1.095585942
Lincoln Electric,Industrimaskiner,16.37273026,1.545230985,5.672093868
Lindblad Expeditions,Resor & Nöjen,18.90332031,0.757941425,2.109880924
Lipocine,Biotech,-0.922403514,105.783699,2.775901079
Liquidity Services,IT-Konsulter,-8.146499634,0.726677477,1.43462503
Littelfuse,Elektroniska komponenter,24.39641953,2.216551065,2.228389978
LivaNova,Medicinsk Utrustning,-15.4678297,2.223417997,1.742092967
Live Oak Bancshares,Banker,30.50307083,2.369715929,1.014767051
Live Ventures,Internettjänster,-1.864874005,0.058988981,0.310223401
LivePerson,IT-Konsulter,-14.6273098,4.91430378,9.647930145
LiveXLive Media,Media & Publicering,-2.481555939,2.838031054,-57.02956009
LKQ Corp,Bil & Motor,12.33246994,0.525848508,1.312932968
LM Funding America,Kredit & Finansiering,-0.625,0.621597171,0.663367271
LogMeIn,IT-Konsulter,-289.0289917,3.269196987,1.503425002
Lonestar Resources US,Olja & Gas - Exploatering,-0.121477,0.069639876,0.112421997
Lovesac,Möbler & Inredning,-7.706967831,0.458004296,1.113855004
LPL Financial,Kapitalförvaltning,8.488384247,0.801076829,4.400878906
LRAD,Kommunikation,47.52474976,3.119221926,3.050107002
LSI Industries,Möbler & Inredning,29.67480087,0.351605088,0.923418522
lululemon athletica,Kläder & Skor,41.61951065,7.042116165,14.35426998
Lumentum,Kommunikation,-1185.713989,3.4823699,3.614077091
Luminex,Medicinsk Utrustning,-127.1914978,3.959161997,2.85007596
Luna Innovations,Kommunikation,43.0100708,2.920176983,3.052067041
Luther Burbank,Banker,10.53964043,1.92016995,0.834805906
Macatawa Bank,Banker,7.667731762,3.233325005,1.129104018
Mackinac Financial,Banker,7.533979893,1.61938405,0.643917024
Macom Technology Solutions,Elektronik & Tillverkning,-4.211137772,3.488246918,5.563179016
MacroGenics,Biotech,-1.843346953,4.43915081,1.235496998
Magal Security Systems,Affärskonsulter,31.48335075,0.831966519,0.822953224
Magellan Health,Sjukhus & Vårdhem,23.19522095,0.1815577,0.929935575
Taronis Technologies,Bioenergi,-0.01616689,0.110701397,0.058498438
Magyar Bancorp,Banker,18.69919014,1.967643023,0.969571292
Maiden,Försäkring,-0.789913416,0.150051102,0.170319796
MakeMyTrip,Resor & Nöjen,-9.341082573,2.582645893,1.103276968
Malibu Boats,Bil & Motor,7.329111099,0.707949519,2.346122026
Malvern Bancorp,Banker,9.084523201,1.861364007,0.622308671
MAM Software,Affärs- & IT-System,39.85530853,4.054032803,8.718355179
Mammoth Energy Services,Olja & Gas - Borrning,-0.381527185,0.04835549,0.045193519
Manhattan Associates,IT-Konsulter,45.26683044,6.12338686,26.59539986
Manhattan Bridge Capital,Fastighet - REIT,8.56022644,5.21218586,1.152981043
Manitex,Industrimaskiner,-9.784373283,0.370100498,1.045753956
Mannatech,Livsmedel,7.65177393,0.155642301,0.900060177
MannKind,Biotech,-4.747550964,4.23319912,-1.400609016
ManTech,IT-Konsulter,28.31508064,1.449113965,2.160640001
Marathon Patent,Kapitalförvaltning,-0.843880177,3.178829908,1.032855988
Marchex,Marknadsföring,-17.88525963,0.663239121,0.705051124
Marin Software,IT-Konsulter,-0.724191129,0.195817396,0.455940187
MarketAxess,Kapitalförvaltning,73.67182922,29.50517082,19.5918808
Marlin Business Services,Banker,3.612426996,0.783370912,0.446886092
Marriott,Hotell & Camping,21.7578907,1.277336955,38.10572052
Marrone Bio Innovations,Kemikalier,-2.113296986,3.163120985,3.943898916
Marten Transport,Tåg- & Lastbilstransport,19.20404053,1.380445957,1.94797802
Marvell Technology,Elektronik & Tillverkning,10.89443016,6.275530815,1.951779008
Masimo,Medicinsk Utrustning,56.07904053,11.03363991,8.860336304
Match,Internettjänster,40.50646973,10.02715969,64.31916046
Matrix Service,Olja & Gas - Service,-362.8252869,0.184052795,0.806455195
Mattel,Fritid & Sport,-15.15643024,0.716728628,6.565919876
Matthews,Marknadsföring,-14.08314991,0.479986489,1.026623011
Maxim Integrated Products,Elektronik & Tillverkning,18.67453003,6.573557854,8.311759949
MCBC,Bil & Motor,7.941267014,0.314662308,1.648715019
McGrath Rent,Stödtjänster & Service,13.61820984,2.281198978,2.051630974
MDC Partners,Marknadsföring,-4.719284058,0.059121039,-0.381083012
Medallion Financial,Banker,-40.46960831,0.544760525,0.274425596
Medical Transcription Billing,Medicinsk Utrustning,-11.65888977,1.329388022,1.999704003
Medidata Solutions,IT-Konsulter,132.4239044,8.414424896,8.721439362
Mediwound,Läkemedel,26.18420982,1.702903032,3.568696976
Medpace,Biotech,31.18851089,3.492301941,4.139935017
MEI Pharma,Biotech,-5.010019779,58.31811142,3.428834915
MeiraGTx,Biotech,-8.468108177,38.69626999,2.695729017
Melinta Therapeutics,Biotech,-0.019991919,0.084465832,-0.113583997
Mellanox Technologies,Elektronik & Tillverkning,33.81589127,5.129744053,4.122073174
Mer Telemanagement Solutions,IT-Konsulter,-26.10965919,0.695628703,1.163414001
MercadoLibre,Internettjänster,-159.1087952,12.16646004,13.41907024
Mercantile Bank,Banker,7.320795059,2.289433002,0.87022543
Mercer,Skogsbolag,-56.93877029,0.338162392,0.998022795
Merchants Bancorp,Banker,5.781809807,1.855126977,0.601592183
Mercury Systems,Militär & Försvar,65.90486145,5.876812935,3.225265026
Meridian Bancorp,Banker,8.400584221,2.19244504,0.802954197
Meridian Bioscience,Medicinsk Utrustning,23.59020042,2.283221006,2.279320955
Merit Medical Systems,Hälsovård & Hjälpmedel,367.0794983,1.974089026,2.067413092
Mersana Therapeutics,Biotech,-13.72185993,9.589849472,5.157858849
Merus,Biotech,-5.348439217,11.29942989,2.679246902
Mesa Laboratories,Mätning & Analys,199.598999,8.905602455,4.180484772
Meta Financial,Nischbanker,6.887994766,2.073807955,0.81775111
MGE Energy,Elförsörjning,28.8279705,4.402555943,2.926827908
MGP Ingredients,Bryggeri,15.3306303,1.630308032,2.55962491
Michaels Companies,Detaljhandel,1.631780028,0.083936431,-0.294323713
Microchip Technology,Elektronik & Tillverkning,32.43349838,3.719017982,3.49454999
Micron Technology,Elektronik & Tillverkning,23.86249924,2.701843977,1.430284977
Microsoft,Affärs- & IT-System,32.13214874,9.847601891,12.00656033
MicroStrategy,Affärs- & IT-System,38.02909851,2.631304026,2.516273975
Microvision,Elektronisk Utrustning,-1.336133957,4.502066135,-10.05918026
Micronet Enertec Technologies,Militär & Försvar,-2.3904109,21.90699005,3.221220016
Mid Penn Bancorp,Banker,8.649971008,1.60431695,0.642822027
Middleby,Hemelektronik,8.532288551,1.025274038,1.558568954
Middlefield Banc,Banker,8.80953598,2.028691053,0.802862585
Middlesex Water,Vattenförsörjning,31.48469925,8.1990242,3.386478901
Midland States Bancorp,Banker,7.286588192,1.608988047,0.606533825
MidWestOne Financial,Banker,6.884552002,1.787719011,0.640795171
Mimecast,Betalning & E-handel,-317.4631958,5.329822063,9.607263565
Mind CTI,IT-Konsulter,7.193535805,1.602133036,1.655303955
Miragen Therapeutics,Biotech,-0.447612613,4.674042225,1.323531032
Mirati Therapeutics,Biotech,-14.98999023,1010.979004,8.81940937
Misonix,Medicinsk Utrustning,-18.55386925,3.541110039,1.392339945
Mitcham Industries,Olja & Gas - Service,-0.8046965,0.26469031,0.220651001
Mitek Systems,Affärs- & IT-System,107.8377991,3.665118933,2.92403698
MKS Instruments,Mätning & Analys,35.42182159,2.59305501,2.434689999
MMA Capital Management,Nischbanker,1.548032999,15.50691986,0.53952229
Mobile Mini,Tåg- & Lastbilstransport,13.80613041,1.870221019,1.361773014
MobileIron,Affärs- & IT-System,-10.01801014,2.444152117,13.93488979
Molecular Templates,Biotech,-8.579977989,32.28297043,6.978118896
Momenta Pharmaceuticals,Biotech,-10.13768005,144.4284058,7.585300922
Monaker,Media & Publicering,-2.051572084,34.76345825,2.109509945
Monarch Casino & Resort,Betting & Casino,16.65492058,2.0648489,1.507879972
Mondelez,Livsmedel,20.50943947,3.023897886,2.867908001
MoneyGram,Betalning & E-handel,-1.753543019,0.071268812,-0.380979806
MongoDB,Affärs- & IT-System,-47.48701096,20.27409935,103.1884995
Monolithic Power Systems,Elektronik & Tillverkning,75.92072296,12.77248001,10.36872005
Monongahela Power,Banker,6.122732162,1.923014998,0.747307777
Monotype Imaging,IT-Konsulter,31.8766098,3.358525038,2.467444897
Monro,Bil & Motor,21.36374092,1.301645994,2.192667961
Monroe Capital,Kredit & Finansiering,7.608002186,2.143646955,0.586234808
Monster Beverage,Drycker,31.78072929,8.229042053,8.287314415
Morningstar,Information & Data,36.44734955,4.660625935,5.070948124
MoSys,Elektronik & Tillverkning,-1.132918954,0.291678399,0.608326674
Motorcar Parts of America,Bil & Motor,-122.149498,0.482080102,0.871789873
Motus GI,Medicinsk Utrustning,-0.804267287,198.9311981,1.161373019
Moxian,Sjukhus & Vårdhem,51.61289978,41.9650116,104.5315018
MSB Financial,Nischbanker,15.05685043,2.544411898,0.955687106
MTS Systems,Elektroniska komponenter,11.12934971,0.464359313,0.850510299
MutualFirst Financial,Banker,9.431203842,2.602706909,0.979165077
Mylan,Läkemedel,503.0769043,0.733797014,0.710129082
Myos Rens Technology,Livsmedel,-1.881330967,8.09203434,7.077101231
MYR Group,Byggnation & Infrastruktur,11.07079983,0.201118305,1.142884016
Myriad Genetics,Medicinsk Utrustning,-43.80630112,1.425153971,1.076141953
Nabriva Therapeutics,Biotech,-0.484131187,5.384912014,1.236961961
Nanometrics,Elektronik & Tillverkning,555.5031738,5.796090126,1.402662039
NanoString Technologies,Hälsovård & Hjälpmedel,-22.66700935,7.709508896,9.294846535
NanoVibronix,Medicinsk Utrustning,-2.472274065,19.07485008,4.251211166
Nanthealth,Medicinsk Utrustning,-3.505196095,2.293870926,-3.852600098
NantKwest,Biotech,-4.85464716,7762.342773,2.765856028
Napco Security Technologies,Säkerhet & Bevakning,22.13228989,3.026566982,4.129671097
Nasdaq Inc,Kapitalförvaltning,23.20303917,4.166483879,3.149060965
Natera,Hälsovård & Hjälpmedel,-17.37991905,8.047471046,8.72938633
Nathans Famous,Restaurang & Café,18.53492928,2.292463064,-3.706475019
National Holdings,Kapitalförvaltning,-5.936072826,0.100546204,0.422641486
National Bankshares,Banker,10.71926022,4.089509964,1.004915953
National Beverage,Drycker,20.42683029,2.491161108,5.770049095
National CineMedia,Marknadsföring,5.753069878,0.465623289,-0.545742393
National Energy Services,Olja & Gas - Transport,8.629630089,0.510795414,0.458325595
National General,Försäkring,6.132092953,0.381097287,0.710733473
National Instruments,Affärs- & IT-System,30.51734924,3.595294952,4.135849953
National Research,Affärskonsulter,39.31692123,9.649023056,37.54412079
National Security,Försäkring,8.883311272,0.536334515,0.67616421
National Western Life,Försäkring,5.56080389,0.884957016,0.343894213
National Vision,Accessoarer,62.46575165,1.158897996,2.573710918
Natural Alternatives,Läkemedel,22.84015083,0.422704995,0.688661516
Natural Health Trends,Livsmedel,-6.917263985,0.525399089,0.543247402
Natures Sunshine Products,Livsmedel,24.36046982,0.449058712,1.258857965
Natus Medical,Medicinsk Utrustning,-53.88088989,1.728209972,2.056523085
Navient,Kredit & Finansiering,3.055968046,1.006245971,0.504631281
NBT Bancorp,Banker,11.94034958,3.902601004,1.280205965
NCS Multistage,Olja & Gas - Service,-1.094074011,0.1753968,0.2492318
Nektar Therapeutics,Biotech,-7.628767014,29.58252907,2.412611008
Neogen,Medicinsk Utrustning,56.55635071,7.987312794,4.699656963
NeoGenomics,Sjukhus & Vårdhem,371.9276123,7.368488789,5.936956882
Neonode,Elektronisk Utrustning,-4.006678104,3.311898947,3.442965984
Neos Therapeutics,Läkemedel,-2.895262957,0.757041097,-7.984004974
Net 1 UEPS Technologies,Betalning & E-handel,-0.809295118,0.660755515,0.603518605
Net Element,Internettjänster,-1.308048964,0.132188499,2.01095295
NetApp,Datorer & Hårdvara,10.11157036,1.709277034,33.96128082
Netflix,Internettjänster,107.4100037,9.002999306,23.93362045
Netgear,Kommunikation,30.55279922,0.738564789,1.211861014
NetScout Systems,IT-Konsulter,212.928299,2.249878883,1.028730989
NetSol Technologies,IT-Konsulter,8.253232002,0.459548801,0.488110811
Neuralstem,Läkemedel,-0.399936914,381.6286011,1.146523952
Neurocrine Biosciences,Biotech,248.7324982,11.25874996,13.93085003
Neurometrix,Medicinsk Utrustning,-0.769763708,0.453178793,1.660778046
Neuronetics,Medicinsk Utrustning,-1.461840034,0.687403381,0.90006578
New Age Beverages,Drycker,-1.401667953,0.526010215,1.446252942
New York Mortgage,Fastighet - REIT,3.369735003,0.797529221,0.285329789
Newater Technology,Energi & Återvinning,-23.52309036,0.808239222,0.906680703
NewLink Genetics,Biotech,-0.085788921,3.943384886,0.046793889
Newmark,Fastighetsbolag,6.927814007,0.324183404,1.199141026
News Corp,Media & Publicering,-30.07025909,0.568487108,0.618240774
Newtek Business Services,Kredit & Finansiering,7.601596832,3.028145075,1.030876994
Nexstar Media,Media & Publicering,13.23468018,0.957196414,1.43206203
NF Energy Saving,Industrimaskiner,-1.180037022,3.492186069,2.050604105
NI Holdings,Försäkring,10.82905006,1.078479052,0.927226186
NIC Inc,Internettjänster,32.03271103,4.516777992,6.505423069
Nicholas Financial,Kredit & Finansiering,-14.34377003,0.747782886,0.448675394
