Bolagsnamn,Bransch,PE,PS,PB
Byggma,Byggmaterial,12.00498009,0.324904799,0.681492925
Data Respons,IT-Konsulter,22.72077942,1.665199995,3.025204897
EMAS Offshore,Olja & Gas - Service,-0.102260299,0.086724803,0.547463417
Europris,Livsmedelsbutiker,15.65015984,0.942188382,2.969986916
Paradox Interactive,Gaming & Spel,53.63594818,15.56155014,17.83188057
GC Rieber Shipping,Sjöfart & Rederi,29.90431023,1.672896981,0.247014299
Gyldendal,Media & Publicering,26.86544037,0.733718514,2.136085987
Havyard Group,Sjöfart & Rederi,-0.567265809,0.01613,0.186562493
Itera,IT-Konsulter,17.77952957,1.32009697,15.95121956
Kid,Möbler & Inredning,9.264687538,0.82182461,1.675045967
Kitron,Elektroniska komponenter,12.20600033,0.490177691,2.187866926
Oceanteam,Olja & Gas - Transport,3.980737925,0.623529375,0.231407702
NTS,Sjöfart & Rederi,15.96407032,2.55946207,1.641230941
Polaris Media,Media & Publicering,10.98453045,0.730970681,0.733915508
RAK Petroleum,Olja & Gas - Exploatering,0.960422218,0.172641605,0.190337703
Reach Subsea,Olja & Gas - Service,-3.860071898,0.270984799,0.830991626
Sbanken,Nischbanker,8.116754532,3.518738031,0.79922092
Wilson,Sjöfart & Rederi,8.482023239,0.344936609,0.807272673
Aqua Bio Technology,Hälsoprodukter,-2.038835049,20.80540085,3.679732084
Awilco Drilling,Olja & Gas - Borrning,-1.118621945,0.89733541,0.136345893
Awilco LNG,Olja & Gas - Transport,-2.280189991,0.559690714,0.175629497
Hunter Group,Olja & Gas - Service,13.77095985,8.88933754,1.040099978
EAM Solar,Solkraft,-150.1457977,2.274666071,0.646462381
Hofseth BioCare,Hälsoprodukter,-27.32036018,32.79603958,17.59585953
FLEX LNG,Olja & Gas - Exploatering,18.51305008,2.61824894,0.374260187
5th Planet Games,Gaming & Spel,-0.440270007,2.64826107,0.807175517
Magseis Fairfield,Olja & Gas - Service,-0.337625086,0.079589069,0.157758296
North Energy,Olja & Gas - Exploatering,-10.23956966,178.6378937,0.521021783
PCI Biotech,Biotech,-18.88323975,178.8468018,6.578100204
Philly Shipyard,Sjöfart & Rederi,-6.265906811,4.288355827,1.311622977
RomReal,Fastighetsbolag,-5.21189785,10.03598022,0.436512589
Saga Tankers,Olja & Gas - Transport,4.203056812,2.634834051,0.584065974
Vow,Energi & Återvinning,-237.7985992,5.743402004,9.517351151
Vistin Pharma,Läkemedel,4.555198193,1.321822047,0.729437888
Aasen Sparebank,Banker,1.185590982,0.409230411,0.109671503
Induct,Affärs- & IT-System,-8.792128563,2.660211086,15.74438953
WR Entertainment,Media & Publicering,-0.073149323,6.41943121,0.925204873
ALK-Abello,Läkemedel,-334.6296997,5110.401855,5.268091202
Alm. Brand,Försäkring,19.59273911,1.048643947,1.935271978
Ambu,Medicinsk Utrustning,167.9196014,16.99732018,23.36632919
Bavarian Nordic,Biotech,-10.59998989,7.703231812,2.253632069
DS Norden,Sjöfart & Rederi,26.88986969,0.199802607,0.601012588
DFDS,Sjöfart & Rederi,6.431553841,0.507407188,0.819277883
Athena Investments,Förnybarenergi,-1.035058022,0.892929673,0.371563613
Jeudan,Fastighetsbolag,15.21249962,8.177798271,1.72656095
Jutlander Bank,Banker,3.823995113,1.772299051,0.432731807
NKT Holding,Elektroniska komponenter,-5.653563976,0.354189396,0.591520071
NNIT,IT-Konsulter,16.36611938,0.97939831,2.56201911
Onxeo,Läkemedel,-3.0868361,4.889130116,0.717449725
Per Aarsleff,Byggnation & Infrastruktur,7.888599873,0.251995206,1.052754045
Ringkjobing Landbobank,Banker,10.96263027,5.380314827,1.409265995
SAS ddk,Flygtransport,13.85015011,0.067599982,0.715327621
Schouw & Co.,Industrikomponenter,12.63047028,0.54933399,1.208776951
SimCorp,Affärs- & IT-System,33.12342072,7.061514854,13.95390987
Solar,Affärskonsulter,22.69228935,0.124351598,0.912249982
Sparekassen Sjaelland-Fyn,Banker,4.977056026,0.940867305,0.319761306
Tivoli,Resor & Nöjen,21.78499985,3.468856096,3.473812103
Spar Nord Bank,Banker,5.362979889,3.443469048,0.554920316
United Int. Enterprises,Investmentbolag,9.161289215,2.180239916,1.009335041
Zealand Pharma,Biotech,-12.66825962,175.1721039,5.826463223
Össur,Medicinsk Utrustning,43.71474075,4.206569195,5.115149975
AaB,Fritid & Sport,-0.825594604,0.294420689,0.245067105
AGF B,Fritid & Sport,8.958333015,1.142881989,2.236964941
BoStad,Fastighetsbolag,20.47661018,2.839333057,0.732789993
Andersen & Martini,Bil & Motor,42.29758072,0.090996571,0.752541482
BankNordik,Banker,4.626605034,1.535802007,0.422431588
BioPorto,Biotech,-6.909547806,18.07136917,18.99913025
Brd. Klee,Industrikomponenter,109.935997,6.357831001,14.9816103
Brdr. A&O Johansen,Installation & VVS,5.376601219,0.196595699,0.80930531
Brdr. Hartmann,Förpackning,11.78693962,0.836350024,2.241554976
Brondby IF,Fritid & Sport,-1.155853987,0.519286275,1.570584059
cBrain,Affärs- & IT-System,197.7805023,16.63693047,17.45640945
ChemoMetec,Medicinsk Utrustning,92.48513031,22.53664017,11.16989994
Columbus,Affärs- & IT-System,36.1079216,0.385273397,1.118541956
Copenhagen Capital,Fastighet - REIT,4.150019169,5.88813591,0.612212121
Danske Andelskassers,Nischbanker,3.995059967,1.506122947,0.454752505
Dantax,Hemelektronik,16.44355011,2.427198887,1.088824034
Djurslands Bank,Banker,5.38874197,1.636154056,0.524785876
Scandinavian Investment,Investmentbolag,11.33870029,0.245389104,1.025342941
Erria,Sjöfart & Rederi,-11.09685993,0.260465592,-1.21232605
Boliga Gruppen,Mätning & Analys,15.91553974,2.273092985,0.725045085
F.E. Bording,Affärskonsulter,-4.748535156,0.221280396,0.982021928
Fast Ejendom,Fastighetsbolag,6.473285198,3.871532917,0.766665578
Fynske Bank,Banker,6.615467072,1.908501983,0.454716086
Gabriel Holding,Möbler & Inredning,29.30142975,1.857584,5.065565109
German High Street,Fastighetsbolag,34.11275864,8.532518387,0.697890222
Glunz & Jensen,Industrimaskiner,-122.4347,0.499440998,1.074185014
Grönlandsbanken,Banker,6.48409605,2.628426075,0.781682074
Gyldendal B,Media & Publicering,25.7664299,0.703702688,2.048700094
HH International,Byggmaterial,10.22255993,0.536324024,1.141798973
Harboes Bryggeri,Bryggeri,-8.387572289,0.1855499,0.363395303
Hvidbjerg Bank,Banker,3.238960981,1.080127954,0.550424278
MT Hojgaard B,Byggnation & Infrastruktur,12.67963028,2.631102085,1.521438956
InterMail,Förpackning,-4.188667774,0.2190395,1.520481944
Kreditbanken,Banker,6.413163185,2.715476036,0.755662501
Lollands Bank,Banker,7.102653027,2.107731104,0.694271922
Luxor,Investmentbolag,11.81198978,3.36631608,0.825536609
Lån og Spar Bank,Nischbanker,8.717411041,1.836720943,0.067495413
Migatronic,Industrimaskiner,24.21692085,0.721887589,1.683779001
Mons Bank,Banker,6.281555176,1.39715004,0.456575215
NTG Nordic Transport,Tåg- & Lastbilstransport,-17.56738091,37.63689041,1.692183018
Nordfyns Bank,Banker,4.265871048,1.001899004,0.404410005
Nordic Shipholding,Olja & Gas - Transport,-6.240250111,0.674362719,3.082425117
Park Street Nordicom,Fastighetsbolag,4.737402916,2.806829929,0.601666927
North Media,Media & Publicering,3.927007914,0.713460982,1.201148987
NTR Holding,Elektroniska komponenter,16.17494011,0.936020911,0.620661616
PARKEN Sport,Fritid & Sport,41.90044022,0.889283597,0.941482723
Prime Office,Fastighetsbolag,6.139262199,3.957760096,0.550353229
Rias,Kemikalier,13.57935047,0.348179489,0.592391193
RTX,Kommunikation,19.57099915,2.578557968,4.279038906
Salling Bank,Banker,2.955445051,0.431225002,0.136074394
Sanistål,Installation & VVS,-3.318474054,0.185409799,1.118832946
EAC Invest,Affärskonsulter,-42.96503067,15.87123013,337.7250977
Scandinavian Brake,Industrikomponenter,8.122866631,0.057484109,-0.262914598
Silkeborg IF,Fritid & Sport,11.98007011,1.205428004,0.620587409
SKAKO,Industrimaskiner,9.157110214,0.368308693,1.048506021
Skjern Bank,Banker,3.742680073,1.51630795,0.493940502
SP Group,Kemikalier,12.69964981,1.03075397,3.10976696
Rovsing,Rymd- & Satellitteknik,-2.33457303,0.599475384,1.17739296
Agat Ejendomme,Fastighetsbolag,-1.130377054,0.637619376,0.388742208
Cemat,Fastighetsbolag,21.01124001,2.674870014,0.828770816
TORM,Olja & Gas - Transport,3.208822966,0.769168317,0.528669715
Totalbanken,Banker,2.871376038,1.225505948,0.427104414
Vestjysk Bank,Banker,0.9324525,0.513048172,0.150692999
Victoria Properties,Fastighetsbolag,-19.46903038,18.82817078,2.286015034
EgnsINVEST,Fastighetsbolag,7.809258938,10.23153019,0.869835317
Enalyzer,Affärs- & IT-System,-27.08978081,0.562677085,3.28151989
FastPassCorp,Säkerhet & Bevakning,95.66516876,4.052186966,2.656737089
Jobindex,Bemanning,11.95333004,2.571533918,9.768998146
WIRTEK,Affärs- & IT-System,200,9.499375343,59.52172852
Tokmanni Group,Detaljhandel,12.03750038,0.597626388,3.069346905
Lehto Group,Bostadsbyggnation,-2.226200104,0.119076498,0.710847378
Qt Group,Affärs- & IT-System,-1382.979004,7.777510166,27.38748932
Real Holding,Fastighetsbolag,-0.337381899,0.124846198,0.113453403
Talkpool,Telekomtjänster,-1.801802039,0.270429313,-2.06447506
Lauritz,Internettjänster,0.447392792,0.111907497,2.026081085
Provide IT,Affärs- & IT-System,17.65156937,0.683440328,0.987152398
Swedencare,Hälsoprodukter,41.12189102,9.695130348,9.366319656
B3 Consulting,IT-Konsulter,20.04438972,0.255165786,1.556364059
Bosjö Fastigheter,Fastighetsbolag,3.952476978,4.623577118,0.692158103
Clean Motion,Bil & Motor,-3.031222105,7.546617985,0.635154188
FrontOffice Nordic,Investmentbolag,21.98376083,76.28504181,1.080796957
Alelion Energy,Industrikomponenter,-1.397336006,0.905405223,0.993585885
BrandBee,Internettjänster,-0.449574709,0.913166106,2.330977917
TF Bank,Kredit & Finansiering,7.094749928,1.985396981,1.705456972
Nordic Waterproofing,Byggmaterial,9.229059219,0.585090518,1.527744055
AcadeMedia,Utbildning,12.79067039,0.436004013,1.159183979
Orsted,Vindkraft,43.93787003,4.060614109,3.311851025
Bonava B,Fastighetsbolag,6.809433937,0.270634115,0.555778623
PiezoMotor,Elektroniska komponenter,-25.37978935,13.15379047,8.455183029
Cyxone,Biotech,-3.941200972,3849.74707,1.931931019
Loudspring,Investmentbolag,-1.644229054,33.44086075,1.032199979
Enorama Pharma,Läkemedel,-8.979397774,20.2843895,29.76682091
Mediacle,Hemelektronik,5666.666992,3.667705059,1.15794301
GomSpace,Rymd- & Satellitteknik,-2.423052073,2.696888924,1.242843032
Redwood Pharma,Läkemedel,-10.86781979,5036.293945,14.09216976
Shortcut Media,Marknadsföring,-5.270696163,0.256202191,1.314579964
Absolicon,Solkraft,-13.93494034,22.50400925,4.521438122
Cereno Scientific,Läkemedel,-6.872037888,9.547211647,1.759821057
Privanet,Kredit & Finansiering,-0.592056394,-6.352756977,1.229763031
Pareto Bank,Nischbanker,5.234958172,3.006714106,0.639012575
Norwegian Finans,Nischbanker,3.530667067,1.394137979,0.912016511
Avidly,Marknadsföring,-1.908033013,0.213434502,0.672163785
B2Holding,Kredit & Finansiering,17.27968979,0.64190948,0.435407013
Aega,Solkraft,-12.09677029,3.656120062,0.853247881
Scandinavian Tobacco,Tobak,9.442289352,1.027611971,0.775594115
MaxFast Properties,Fastighetsbolag,4.333257198,3.104450941,0.518228114
Gold Town Games,Gaming & Spel,-2.976382971,1.380581021,1.120744944
Targovax,Biotech,-2.424146891,158.8766022,1.204327941
Meltron,Elektroniska komponenter,-0.723822892,3.514110088,0.090510219
Maha Energy,Olja & Gas - Exploatering,4.517663002,1.84434998,1.010563016
ExpreS2ion Biotech,Biotech,-6.889811993,8.321130753,-106.6477966
PEN Concept,Bygginredning,-0.087111108,0.01095807,1.116776943
Flowscape,Säkerhet & Bevakning,-2.834224939,2.218616962,1.404371023
Alcadon Group,Elektroniska komponenter,13.14196968,0.528146684,1.239153028
Engelska Skolan,Utbildning,14.86495972,0.834635675,2.156685114
Eyeonid,Biometri,-2.068964958,4.354379177,0.854371011
Sustainable Energy,Installation & VVS,-0.64733392,0.225415707,-0.687644601
Three Gates,Gaming & Spel,-0.949367106,1.739863992,5.144274235
WilLak,Byggmaterial,-0.48572129,0.256947607,0.621248424
Cyber Security 1,Säkerhet & Bevakning,-0.656387687,0.01190842,0.059660189
Mälaråsen,Fastighetsbolag,3.987027884,4.225450039,0.64372009
Solnaberg,Fastighetsbolag,266.1306152,8.549788475,1.871886015
FRISQ,Affärs- & IT-System,-2.949585915,70.34264374,1.158228993
Vincit,Affärs- & IT-System,38.38603973,0.791666925,1.812273979
Gasporox,Mätning & Analys,-12.35319996,5.283366203,2.685194016
Embracer,Gaming & Spel,88.09567261,4.11728096,4.805673122
Cellink,Medicinsk Utrustning,-159.2463074,17.94100952,4.194789886
Serneke,Byggnation & Infrastruktur,-10.29294968,0.130094707,0.40150851
Volati,Investmentbolag,36.10902023,0.391045213,1.136543036
Byggpartner,Byggnation & Infrastruktur,9.464149475,0.26215899,3.297691107
Edgeware,Kommunikation,-5.898944855,0.783659577,0.679712296
Arcus,Bryggeri,17.4186306,0.805107892,1.341344953
Crunchfish,Biometri,-16.53779984,18.79579926,10.93043995
Gapwaves,Kommunikation,-17.83848,31.45535088,5.584353924
InDex Pharmaceuticals,Läkemedel,-5.663866043,5649.191895,4.667746067
Alligator Bioscience,Biotech,-2.239058971,87.18437958,1.819924951
Swedish Stirling,Solkraft,-3.780434374,10.63141092,2.227340699
AdderaCare,Hälsovård & Hjälpmedel,110.2564011,0.30919981,0.574140072
ChemoTech,Medicinsk Utrustning,-2.149409056,5.414041042,2.722879887
Smart Eye,Biometri,-10.74075985,14.14700985,4.537558079
Heeros,IT-Konsulter,-21.02218056,1.132578969,5.445618153
Finepart,Industrimaskiner,-7.231919765,3.207864046,3.39853096
Transiro,Affärs- & IT-System,-0.699745476,0.219368696,0.976241887
Aino Health,Stödtjänster & Service,-3.96370101,2.337174892,4.184752941
AppSpotr,Affärs- & IT-System,-1.27183497,2.305814981,2.888489008
Acarix,Medicinsk Utrustning,-0.442622989,11.07349014,0.268445611
AAC Clyde Space,Rymd- & Satellitteknik,-6.43678093,3.239461899,0.560062528
SeaTwirl,Vindkraft,-40.32006073,61.21292877,19.72452927
Svenska Aerogel,Kemikalier,-1.555052042,17.08197975,2.476303101
Curando Nordic,Hälsovård & Hjälpmedel,-4.113687992,6.533843994,-11.59101009
AcouSort,Biotech,-8.609065056,27.33732033,14.03796005
MultiDocker,Industrimaskiner,-0.099067599,0.082874097,-0.395540297
Effnetplattformen Dividend,Kommunikation,-49.90085983,7.131038189,3.005368948
Spiltan,Investmentbolag,8.720705032,26.58391953,3.950232983
Hemcheck Sweden,Medicinsk Utrustning,-12.32295036,13.73738956,1.51672101
Hoylu,Affärs- & IT-System,-0.951378822,1.593570948,7.860730171
IRLAB Therapeutics,Läkemedel,-11.35406017,2436.0271,6.002079964
Aerowash,Stödtjänster & Service,-7.917133808,3.187520027,5.213444233
MenuPay,Affärs- & IT-System,-0.89786762,5.294991016,2.009578943
Chordate Medical,Medicinsk Utrustning,-1.336935997,10.52645016,3.030430079
Samtrygg,Konsumentservice,51.74824905,0.191824302,4.209401131
SARSYS-ASFT,Mätning & Analys,10.56126022,0.449636191,1.361781955
Spintso International,Fritid & Sport,-6.00255394,0.69268018,6.356962204
SBF Bostad A,Fastighet - REIT,38380.19922,7406.696777,821.5432129
Ambea,Sjukhus & Vårdhem,18.20248032,0.351327509,0.969632685
Acosense,Mätning & Analys,-2.879537106,21.38316917,5.922883034
Mips,Fritid & Sport,68.59323883,21.72212029,19.53282928
ChromoGenics,Byggmaterial,-0.423445493,0.74559778,-1.930336952
Xavitech,Elektroniska komponenter,-2.049546003,0.969057083,0.985856712
Prolight Diagnostics,Biotech,-53.10173697,1353.880247,2.176764359
FM Mattsson,Installation & VVS,13.15707016,0.871451318,2.032767057
Actic Group,Resor & Nöjen,-0.819492519,0.252976805,0.888038397
SSM Holding,Fastighetsbolag,-0.631545722,1.331202984,0.885383487
Next Games,Gaming & Spel,-1.741462946,0.4162274,0.632460773
Biovica,Biotech,-13.47222042,28.7475605,3.852749109
Camanio Care,Hälsovård & Hjälpmedel,-1.177624941,1.029994965,0.91251719
Unibap,Affärs- & IT-System,-7.699293137,9.301996231,2.597445011
EatGood,Industrimaskiner,-5.391912132,5.866351807,4.025357143
Sonetel,Kommunikation,-19.4190197,0.646150112,0.618120193
Isofol Medical,Läkemedel,-1.649369001,2490.731934,2.540400982
Tangiamo Touch,Datorer & Hårdvara,-1.157788992,4.777445793,2.35947299
Intervacc,Biotech,-30.02812958,47.64580154,3.809982061
Instalco,Installation & VVS,15.09622955,0.974617124,3.786746025
Sdiptech,Installation & VVS,13.70454979,1.159093976,1.809028983
Munters,Installation & VVS,-35.16567993,0.816058517,1.609393001
CloudRepublic,IT-Konsulter,-2.7282269,0.475605905,1.433349013
SECITS Holding,Säkerhet & Bevakning,-4.675715923,0.80128777,5.534165859
Rentunder,Industrimaskiner,-9.571428299,1.32149899,3.983038902
International Petroleum,Olja & Gas - Exploatering,2.313910961,0.432751685,0.303026199
Mantex,Mätning & Analys,-1.167968988,1.266702056,6.034324169
Logistea,Fastighetsbolag,45.46289063,7.027922153,1.232707977
Bambuser,Internettjänster,-38.12155151,140.3892059,17.2436409
XMReality,Affärs- & IT-System,-1.435891032,2.225338936,1.935989022
Compare-IT,Säkerhet & Bevakning,-1.87826097,2.324702978,0.584797978
Integrum,Medicinsk Utrustning,-5.351682186,3.810586929,4.348034859
Bioservo Technologies,Hälsovård & Hjälpmedel,-3.866252899,3.653168917,1.194100976
MobiPlus,Telekomtjänster,-0.690500796,0.168844402,-2.301465988
Medicover,Sjukhus & Vårdhem,52.60784149,1.401764035,3.729203939
Abelco Investment,Investmentbolag,-1.508380055,2.188040018,3.961498022
TerraNet,Telekomtjänster,-0.288288295,2.983449936,1.190423965
Boozt,Kläder & Skor,48.80207825,0.780837893,2.837143898
Net Trading Group,Livsmedel,-0.193093196,0.02488628,3.394649982
Zaplox,Affärs- & IT-System,-1.022891045,4.667414188,1.766067028
TCECUR,Biometri,-16.39182091,0.381228,0.952843726
Ayima,Marknadsföring,-11.12392044,0.321932703,0.992772281
Nexar Group,Media & Publicering,-1.334231973,1.677911997,3.847992897
Paxman,Medicinsk Utrustning,156.885498,4.519190788,15.24456024
Essity B,Hygienprodukter,23.1282196,1.652631044,3.938070059
Enersize,Affärs- & IT-System,-0.354196101,2.644824982,0.985934019
Aspire Global,Betting & Casino,198.6970978,0.630701423,2.349802017
Bonesupport,Biotech,-9.31086731,9.646036148,12.0634203
OXE Marine,Bil & Motor,-1.244055986,1.392029047,1.067042947
iApotek,Apotek,-11.60381268,1.123865288,2.124173028
Momentum Group,Industrikomponenter,8.853245735,0.317468911,1.454692006
Peckas Naturodlingar,Jordbruk,-3.724170923,4.228971004,1.319507957
Nitro Games,Gaming & Spel,-0.970463693,3.873147964,1.624536991
Urb-it,Konsumentservice,-3.088619947,19.98051071,31.62113953
OmniCar,Affärs- & IT-System,-0.331711401,0.815601461,-1.703254451
Netmore,Telekomtjänster,-2.536231995,1.871943951,1.558225989
NextCell Pharma,Biotech,-6.489066124,41.19842911,6.678334236
Promore Pharma,Biotech,-3.583734989,26.34136963,1.981924057
Realfiction,Marknadsföring,-8.399000168,5.091273785,3.846008062
Sedana Medical,Medicinsk Utrustning,-302.8570862,60.00873184,7.76688385
Sensec Holding,Säkerhet & Bevakning,22.06896973,0.587621987,1.578834057
Surgical Science,Medicinsk Utrustning,148.8377075,18.47046089,4.66801405
Trianon,Fastighetsbolag,10.15851974,7.045364857,1.110972047
News55,Media & Publicering,-3.13628602,1.353983998,3.341557026
Seamless Distribution Systems,Betalning & E-handel,28.64258957,0.840273082,8.280911446
Rovio,Gaming & Spel,27.0196991,1.230942011,2.122642994
Infront,Mätning & Analys,-6.141541004,0.738736391,1.84078598
Balco Group,Byggmaterial,17.00211906,1.434718966,3.403727055
Enrad,Installation & VVS,-6.201240063,2.462189913,2.446757078
Quartiers Properties,Fastighetsbolag,-4.245405197,1.702296972,0.470656693
Inhalation Sciences,Medicinsk Utrustning,-13.96547985,6.780395985,11.57973003
SenzaGen,Biotech,-4.910483837,27.53783989,1.838031054
Silmäasema,Accessoarer,21.59827042,0.652152002,1.914625049
Fondia,Affärskonsulter,77.68052673,1.364565015,4.541766167
Kamux,Bil & Motor,13.52468014,0.389700502,3.14479208
Remedy Entertainment,Gaming & Spel,40.68695068,6.733159065,8.076370239
GreenMobility,Konsumentservice,-3.98562789,3.371330976,3.961755037
Conferize,Internettjänster,-0.183060303,87.2795105,1.599599004
Borr Drilling,Olja & Gas - Borrning,-0.384995699,0.353305697,0.091852322
BerGenBio,Biotech,-4.54657793,101.7993011,4.12285614
Fjord1,Sjöfart & Rederi,19.55488968,1.541954041,1.839948058
Axxis Geo Solutions,Sjöfart & Rederi,68.8405838,230.7326965,131.8621979
BioArctic,Biotech,67.68862915,20.1889801,6.144721031
Fram Skandinavien,Affärs- & IT-System,-6.219583988,3.170511007,1.781728983
Handicare,Hälsovård & Hjälpmedel,53.64545059,0.45525369,0.711497903
Nilfisk,Industrimaskiner,37.84418106,0.340642393,2.083739996
Climeon,Energi & Återvinning,-18.43330002,13.91160965,6.385142803
Qiiwi Interactive,Gaming & Spel,-717.8217773,14.43397045,23.45638084
Global Gaming 555,Betting & Casino,-1.627527952,0.48180759,1.025583029
Ferronordic,Industrikomponenter,5.034850121,0.337011695,1.418365955
Bublar,Gaming & Spel,-3.691343069,10.03042984,1.948650002
Touchtech,Affärs- & IT-System,-28.13688213,4.24711485,12.70102065
Artificial Solutions,Affärs- & IT-System,-0.726198316,1.926277041,-0.693014681
2cureX,Medicinsk Utrustning,-18.14804077,12.01422977,5.127315044
Time People Group,IT-Konsulter,18.39763069,0.773042619,3.696024895
Seafire,Investmentbolag,-3.677894115,0.299591392,2.370373011
BIBBIntrument,Medicinsk Utrustning,-4.222630978,129.6027069,2.261651993
Flexqube,Industrikomponenter,-5.537382126,1.576267958,1.833065987
Awardit,Marknadsföring,119.4439011,1.278291941,3.612005949
Atvexa,Utbildning,23.24150085,0.566036224,2.78340292
Komplett Bank,Kredit & Finansiering,3.546998024,0.612143874,0.38909781
ESEN eSports,Gaming & Spel,-0.899199426,2.747812986,2.703193903
IRRAS,Medicinsk Utrustning,-1.210489988,34.50984955,1.390890956
Logistri,Fastighetsbolag,3.848506977,3.974533965,0.637643033
Tre Kronor Property,Fastighetsbolag,4.757150173,6.050618172,0.937126815
Tempest Security,Säkerhet,-12.3669796,0.868003428,12.17780972
DevPort,IT-Konsulter,8.074181557,0.277337104,2.583794117
MAG Interactive,Gaming & Spel,-35.17527008,1.755170941,1.17196703
Terveystalo,Hälsovård & Hjälpmedel,20.34019089,1.067379951,2.036936045
Efecte,Affärs- & IT-System,-16.09658051,1.596647024,10.20600033
Gofore,IT-Konsulter,23.13997078,1.60097301,3.270104885
Titanium,Kapitalförvaltning,16.37795067,4.614898205,3.834718943
Scout Gaming,Betting & Casino,-2.724586964,5.532214165,4.786425114
Acconeer,Mätning & Analys,-4.719830036,54.9589386,2.691720963
Lyko,Hygienprodukter,218.6266937,1.80447197,6.449010849
Arjo,Hälsovård & Hjälpmedel,35.5839386,1.606753945,2.424802065
Colabitoil,Bioenergi,-3.528423071,0.172832906,1.461241007
Enad Global 7,Gaming & Spel,-41.11111069,6.85903883,4.616604805
Bio-Works,Läkemedel,-4.101509094,32.46728134,2.276509047
TopRight Nordic,Elektroniska komponenter,36.01440048,3.984714031,4.549066067
24SevenOffice,Affärs- & IT-System,-41.84100418,6.691695721,27.68390277
Crayon Group,IT-Konsulter,-353.3458862,0.315526992,7.382380009
Self Storage,Konsumentservice,30.96385956,7.173830986,1.901878953
Webstep,IT-Konsulter,13.09377003,0.715298593,1.271278024
TCM Group,Möbler & Inredning,8.445642471,0.933558524,1.988576055
Cleantech Building,Byggmaterial,-5.248425007,28.30192947,2.355737925
Epic Gas,Olja & Gas - Transport,111.1110992,0.989383817,0.534406781
Gentian Diagnostics,Medicinsk Utrustning,-16.9956398,12.23060989,3.25288105
Grong Sparebank,Banker,5.937497139,1.772374988,0.451051503
MPC Container Ships,Sjöfart & Rederi,-5.455798149,0.491955012,0.228840798
Northern Drilling,Olja & Gas - Borrning,-6.261281013,5.17986393,0.086242467
Lillestrom Sparebank,Banker,1.210988045,0.597161889,0.129886895
CGit,Affärs- & IT-System,22.75053978,0.598045707,6.115637779
H&D Wireless,Kommunikation,-0.506426513,0.624422312,0.31532371
ObsteCare,Medicinsk Utrustning,-5.810949802,7.659077168,1.76780498
Orgo Tech,Affärs- & IT-System,-5.227828026,6.934700012,17.13332939
ADDvise Group B,Hälsovård & Hjälpmedel,23.87560081,0.270690799,1.151378036
Arbona A,Investmentbolag,44.77611923,1.809870005,0.741862178
Atlas Copco B,Industrimaskiner,21.09295082,3.358817101,6.546888828
Bonava A,Fastighetsbolag,9.797746658,0.389401615,0.799681485
Catella A,Kapitalförvaltning,14.96640015,0.698804796,1.111109018
Corem B,Fastighetsbolag,2.30250001,7.460886002,0.877375424
Electrolux A,Hemelektronik,22.68066978,0.478271306,2.521723032
Ericsson A,Kommunikation,130.4994049,1.276720047,3.542968988
Essity A,Hygienprodukter,23.3568306,1.668966055,3.976996899
Handelsbanken B,Banker,10.22237015,3.881633997,1.082268
Holmen A,Skogsbolag,9.735880852,4.637674809,2.119218111
Husqvarna A,Hemelektronik,12.0421896,0.719786227,1.760916948
Klövern B,Fastighetsbolag,3.826922894,3.158946991,0.570278406
Midsona A,Hälsoprodukter,20.8612709,0.65677309,0.871454775
Midway A,Investmentbolag,9.195959091,0.50830251,0.84118247
MTG A,Media & Publicering,-11.71074009,1.521108985,1.245905042
NCC A,Byggnation & Infrastruktur,16.51552963,0.247587293,4.736530781
Ortivus A,Hälsovård & Hjälpmedel,-9.11300087,2.868402004,16.66123962
Ratos A,Investmentbolag,11.32915974,0.297259599,0.679658711
Sagax B,Fastighetsbolag,10.90081978,17.18292046,2.327105045
Sagax D,Fastighetsbolag,2.953603983,1.726853967,0.23387
SCA A,Skogsbolag,25.06290054,3.27580905,1.041507006
SEB C,Banker,8.176904678,3.290875912,1.059633017
SKF A,Industrikomponenter,10.98027992,0.709393084,1.718209028
Slottsviken A,Fastighetsbolag,4.89116478,0.582979202,0.386706203
SSAB B,Gruv - Industrimetaller,20.3583107,0.286111712,0.362822086
Starbreeze A,Gaming & Spel,-1.368180037,1.940137982,88.21737671
Stora Enso A,Skogsbolag,11.2417202,0.967971921,1.332705021
Sweco A,Affärskonsulter,27.51473045,1.856428027,5.357536793
Tele2 A,Bredband & Telefoni,36.71517944,3.452590942,2.743721008
Transferator B,Investmentbolag,-16.52421951,2.784780979,1.74100399
Volvo A,Industrimaskiner,6.679687023,0.554516375,1.728345037
Ilkka-Yhtymä 1,Media & Publicering,26.31579018,2.72468996,0.726095021
Kesko A,Livsmedelsbutiker,15.32791042,0.484984607,2.566483021
Metsä Board A,Skogsbolag,15.39218044,1.122012019,1.663311958
Oriola A,Apotek,43.53741074,0.200963795,2.214693069
Orion A,Läkemedel,29.57140923,5.638184071,7.602940083
SSAB A Oyj,Gruv - Industrimetaller,20.21191025,0.283879489,0.359991401
Stockmann A,Detaljhandel,-2.136411905,0.120781898,0.144835696
Stora Enso A Oyj,Skogsbolag,10.9328804,0.941381574,1.296095967
Ålandsbanken A,Banker,9.39794445,1.845795035,0.957953513
Odfjell ser. A,Sjöfart & Rederi,-5.285229206,0.221754298,0.350936711
