Bolagsnamn,Lista,Sektor,Bransch,Ticker,Kursutveckling,Direktavkastning,PE,PS,PB
Hedera,First North,Industri,Bemanning,HEGR,-0.533333321,0.03139014,-10.78582001,0.149220899,0.60496521
Briox,NGM,Informationsteknik,Affärs- & IT-System,BRIX,0.359374962,0.007758621,-14.0662899,23.82510948,7.716434956
Free2Move,NGM,Telekommunikation,Telekomtjänster,F2M,-0.177777748,0.058139529,-0.592284322,1.640746951,0.322877914
LightAir,NGM,Industri,Installation & VVS,LAIR,1.678787994,0.03333333,-35.53054662,6.56246786,2.916296509
Fortnox,NGM,Informationsteknik,Affärs- & IT-System,FNOX,0.812865524,0.05797101,82.24266006,19.50868317,39.57072868
Zinzino,First North,Dagligvaror,Hälsoprodukter,ZZ B,1.478431396,0.01538462,96.57701874,1.336086035,25.55484009
Eltel,Mid Cap,Industri,Installation & VVS,ELTEL,-0.07348248,0.035087719,-9.969633102,0.237415105,1.211696982
Ahlstrom-Munksjö,Large Cap,Material,Skogsbolag,AM1S,-0.140883989,0.145161304,41.60395813,0.46596849,1.107620955
Byggmästare AJ Ahlström,First North,Finans & Fastighet,Fastighetsbolag,AJA B,-0.13043478,0.036923079,17.59546089,4.601827145,0.902828276
Newton Nordic,First North,Sällanköpsvaror,Media & Publicering,NEWTON,-0.66219841,0.075,-2.514970064,0.490875512,0.831920922
Saltängen Property,First North,Finans & Fastighet,Fastighetsbolag,SAPIAB,-0.289830475,0.04333333,-2.51610899,4.514081001,0.831284583
Verisec,First North,Informationsteknik,Säkerhet & Bevakning,VERI,-0.434741783,0.042553191,-10.33938026,2.673579931,10.72766972
Dustin Group,Mid Cap,Informationsteknik,Datorer & Hårdvara,DUST,-0.432416611,0.432432404,14.37462997,0.3245942,1.821617007
Lexington,First North,Sällanköpsvaror,Kläder & Skor,LEX,-0.5,0.024590161,-4.723598957,0.229173303,0.817056477
OrganoClick,First North,Material,Kemikalier,ORGC,-0.030172386,0.033495741,-17.64014053,4.207667828,4.627250195
Torslanda Property,First North,Finans & Fastighet,Fastighetsbolag,TORSAB,0.022900705,0.006745362,8.754164696,4.738306999,0.347768992
Acrinova,First North,Finans & Fastighet,Fastighetsbolag,ACRI,0.099012098,0.037304909,6.689809799,2.914998055,0.685005486
Cargotec,Large Cap,Industri,Tåg- & Lastbilstransport,CGCBV,-0.518269768,0.005847029,12.89741993,0.313022912,0.80939877
Citycon,Large Cap,Finans & Fastighet,Fastighetsbolag,CTY1S,-0.386651955,0.04171495,111.1999969,3.2007761,0.425650507
Elisa,Large Cap,Telekommunikation,Bredband & Telefoni,ELISA,0.427750168,0.141242905,28.8322506,4.724150181,7.599075794
Fiskars,Large Cap,Sällanköpsvaror,Hemelektronik,FSKRS,-0.515,0.169204693,15.3675499,0.728612006,1.044129968
Fortum,Large Cap,Kraftförsörjning,Elförsörjning,FORTUM,-0.211661358,0.009427374,8.874835014,2.366794109,1.013038039
Huhtamäki,Large Cap,Material,Förpackning,HUH1V,-0.084066782,0.035407181,16.51707077,0.923744202,2.329232931
Kemira,Large Cap,Material,Kemikalier,KEMIRA,-0.182608738,0.004455997,13.01397991,0.538059413,1.177659035
Kesko B,Large Cap,Dagligvaror,Livsmedelsbutiker,KESKOB,0.021821587,2.623534851,15.75205994,0.49840501,2.637501955
KONE,Large Cap,Industri,Installation & VVS,KNEBV,0.084967299,0.03480041,29.25359917,2.72923398,8.532264709
Konecranes,Large Cap,Industri,Industrimaskiner,KCR,-0.515725021,0.01794705,16.95410919,0.410346687,1.109676957
Metso,Large Cap,Industri,Industrikomponenter,METSO,-0.367058792,0.03348681,11.09220982,0.887944221,2.119288921
Neste,Large Cap,Energi,Olja & Gas - Försäljning,NESTE,-0.120171623,0.046511631,12.31917953,1.386155963,3.720611095
Nokia,Large Cap,Informationsteknik,Kommunikation,NOKIA,-0.436803703,0.041025639,2443.333008,0.703981817,1.071017027
Nokian Renkaat,Large Cap,Sällanköpsvaror,Bil & Motor,TYRES,-0.409325562,0.02341418,6.307719231,1.580667019,1.425343037
Nordea Bank,Large Cap,Finans & Fastighet,Banker,NDA FI,-0.325741272,0.03003413,13.2917099,2.337822914,0.641104698
Orion B,Large Cap,Hälsovård,Läkemedel,ORNBV,0.304908066,0.02076412,29.98731041,5.717481136,7.709869862
Outokumpu,Large Cap,Material,Gruv - Industrimetaller,OUT1V,-0.323958893,0.01494545,-13.88117981,0.162569895,0.406297803
Outotec,Mid Cap,Material,Gruv - Industrimetaller,OTE1V,-0.276122742,0.034926469,21.67775917,0.488843888,1.573112965
Sampo,Large Cap,Finans & Fastighet,Försäkring,SAMPO,-0.333581543,0.0475,13.18762016,1.315943956,1.251512051
Sanoma,Large Cap,Sällanköpsvaror,Media & Publicering,SAA1V,-0.09688015,0.025573189,21.80233002,1.417510033,2.528435946
SSAB B Oyj,Large Cap,Material,Gruv - Industrimetaller,SSABBH,-0.34424572,0.020966799,19.60646057,0.275375813,0.349207789
Stora Enso R Oyj,Large Cap,Material,Skogsbolag,STERV,-0.170506973,0.03930006,8.871762276,0.763908029,1.051749945
Telia Company oyj,Large Cap,Telekommunikation,Bredband & Telefoni,TELIA1,-0.185975628,0.038121991,19.72905922,1.627769947,1.536929011
TietoEVRY,Large Cap,Informationsteknik,IT-Konsulter,TIETO,-0.238766193,0.208092499,18.65608978,0.841694415,0.871149004
UPM-Kymmene,Large Cap,Material,Skogsbolag,UPM,-0.096232748,0.01059049,12.1838398,1.250781059,1.284716964
Valmet,Large Cap,Industri,Industrimaskiner,VALMT,-0.246487598,0.01581856,13.59603024,0.770445526,2.627664089
Wärtsilä,Large Cap,Kraftförsörjning,Elförsörjning,WRT1V,-0.556105728,0.01669275,18.09107971,0.749568522,1.638352036
YIT,Large Cap,Industri,Byggnation & Infrastruktur,YIT,-0.215312767,0.127465897,60.11444855,0.258583099,0.832034111
Basware,Mid Cap,Informationsteknik,Affärs- & IT-System,BAS1V,0.111380205,0.084889641,-14.04356956,2.219604969,3.498626947
Aktia Bank Abp,Mid Cap,Finans & Fastighet,Banker,AKTIA,-0.25214592,0.037944801,7.778150082,2.171025991,0.787975729
Caverion,Mid Cap,Industri,Affärskonsulter,CAV1V,-0.247154465,0.026443551,27.84124947,0.294338197,2.752995968
Oriola B,Mid Cap,Dagligvaror,Apotek,OKDBV,-0.275206661,0.086021509,39.77323914,0.183588803,2.023214102
Ahlstrom-Munksjö Oyj,Large Cap,Material,Skogsbolag,AM1,-0.178674393,0.01147627,40.07030106,0.44879061,1.066787958
Atria,Mid Cap,Dagligvaror,Livsmedel,ATRAV,-0.027352297,0.055999999,16.64481926,0.173156798,0.598481774
Aspo,Mid Cap,Material,Kemikalier,ASPO,-0.331065712,0.009803922,11.51443958,0.314937294,1.519443035
Alma Media,Mid Cap,Sällanköpsvaror,Media & Publicering,ALMA,0.035830662,0.011078531,12.41701984,2.089138031,3.044485092
Cramo,Mid Cap,Industri,Installation & VVS,CRA1V,-0.295478477,0.008544616,16.31757927,0.949494183,1.486708045
Bittium,Mid Cap,Informationsteknik,Kommunikation,BITTI,-0.252186584,0.025713551,24.09581947,2.406111002,1.630499005
Finnair,Mid Cap,Industri,Flygtransport,FIA1S,-0.515302505,0.021964271,7.027863979,0.165994599,0.54176712
F-Secure,Mid Cap,Informationsteknik,Säkerhet & Bevakning,FSC1V,-0.06367044,0.02927526,115.7406998,1.808835983,5.158267021
Lassila & Tikanoja,Mid Cap,Industri,Energi & Återvinning,LAT1V,-0.19710907,0.02627512,13.58985996,0.593228817,2.32523489
HKScan,Mid Cap,Dagligvaror,Livsmedel,HKSAV,-0.048387103,0.005282406,-3.971918106,0.090833247,0.487387002
Metsä Board B,Large Cap,Material,Skogsbolag,METSB,-0.066335006,0.029069769,13.84313011,1.009094,1.495918036
Olvi,Mid Cap,Dagligvaror,Bryggeri,OLVAS,0.093373442,0.03576664,18.04443932,1.837291002,2.85564208
Ponsse 1,Mid Cap,Industri,Industrimaskiner,PON1V,-0.242174644,0.014970061,12.3822298,0.960551679,2.774415016
Raisio,Mid Cap,Dagligvaror,Livsmedel,RAIKV,0.168421059,0.051962409,20.53021049,2.214781046,1.929056048
Rapala,Small Cap,Sällanköpsvaror,Fritid & Sport,RAP1V,-0.253333321,0.024861879,19.85816002,0.314697415,0.594285727
SRV Yhtiöt,Small Cap,Industri,Byggnation & Infrastruktur,SRV1V,-0.482954521,0.02444241,-0.519347072,0.051077452,0.30876261
Stockmann B,Mid Cap,Sällanköpsvaror,Detaljhandel,STCBV,-0.65634407,0.03901825,-1.060243964,0.059940811,0.071878083
Tikkurila,Mid Cap,Material,Kemikalier,TIK1V,-0.316778488,0.02480108,13.52464008,0.796379983,2.611978054
Uponor,Mid Cap,Industri,Installation & VVS,UPONOR,-0.162724628,0.053120852,12.38801956,0.587328374,2.079210043
Vaisala,Mid Cap,Industri,Mätning & Analys,VAIAS,0.441919212,0.034574471,30.72866058,2.550400972,5.198696136
Viking Line,Mid Cap,Industri,Sjöfart & Rederi,VIK1V,-0.05000001,0.047366872,15.19999981,0.330434799,0.698256075
Pandox,Large Cap,Finans & Fastighet,Fastighetsbolag,PNDX B,-0.475449104,0.025,5.434444904,2.642339945,0.556846797
Alimak,Mid Cap,Industri,Installation & VVS,ALIG,-0.357620354,0.08,13.20962048,1.134539008,1.41267705
Collector,Mid Cap,Finans & Fastighet,Kredit & Finansiering,COLL,-0.724752502,0.053156152,-178.4338989,0.631588876,0.411707789
Coor Service,Mid Cap,Industri,Stödtjänster & Service,COOR,-0.436746979,0.085470095,26.50527,0.434326708,2.262228012
Hoist Finance,Mid Cap,Finans & Fastighet,Kredit & Finansiering,HOFI,-0.420950584,0.122904997,3.524930954,0.701960385,0.435393214
Nobina,Mid Cap,Industri,Tåg- & Lastbilstransport,NOBINA,-0.133795509,0.03283174,14.47898006,0.414845705,3.20002389
Tobii,Mid Cap,Informationsteknik,Biometri,TOBII,-0.252173939,0.197183094,-14.77748013,1.677266002,3.729383945
Troax Group,Mid Cap,Industri,Installation & VVS,TROAX,-0.009407845,0.198019791,25.27235031,3.655422926,6.417043209
Corline Biomedical,First North,Hälsovård,Läkemedel,CLBIO,0.213114853,0.006423123,-37.8710289,30.22528076,6.090610027
Evolution Gaming,Large Cap,Sällanköpsvaror,Betting & Casino,EVO,1.912708435,0.029080119,52.17050934,21.35676956,27.80834961
Gaming Corps,First North,Sällanköpsvaror,Gaming & Spel,GCOR,2.150000153,0.009096077,-20.15999985,13.54092979,-51.13756943
Hövding,First North,Sällanköpsvaror,Fritid & Sport,HOVD,0.156424646,0.228571396,-9.056306839,4.07417202,40.60364151
Inission,First North,Informationsteknik,Elektronisk Utrustning,INISS B,0.366153908,0.044395118,11.62273026,0.447891504,3.075349092
Kontigo Care,First North,Hälsovård,Hälsovård & Hjälpmedel,KONT,-0.164524441,0.041520352,-54.16667175,3.850466967,4.509231091
Magnolia,Small Cap,Finans & Fastighet,Fastighetsbolag,MAG,0.084848461,0.066759391,9.535478592,1.802965999,1.253728986
Nilörngruppen,Small Cap,Material,Förpackning,NIL B,-0.611624832,0.048192768,7.971583843,0.483936995,1.685194016
Prime Living,First North,Finans & Fastighet,Fastighetsbolag,PRIME,-0.743307114,0.041848822,-0.160051107,0.654015183,0.093507297
SavoSolar,First North,Kraftförsörjning,Solkraft,SAVOS,-0.16666666,0.03897254,-0.272727311,0.323141485,0.601917624
Scibase,First North,Hälsovård,Medicinsk Utrustning,SCIB,-0.517766495,0.01152074,-0.797481716,3.4038589,0.986262321
SolTech Energy,First North,Kraftförsörjning,Solkraft,SOLT,0.236051598,0.004372779,-35.40258026,2.908281088,2.816879034
Spiffbet,First North,Sällanköpsvaror,Betting & Casino,SPIFF,-0.480198059,0.03581461,-1.217391014,17.96826935,44.04067993
SpectrumOne,First North,Sällanköpsvaror,Marknadsföring,SPEONE,0.496226463,0.030888031,-1.310093999,10.09146023,16.30146027
SaltX Technology,First North,Industri,Energi & Återvinning,SALT B,-0.31034483,0.04136591,-3.642384052,50.40523911,2.42446208
Aptahem,Spotlight,Hälsovård,Biotech,APTA,0.838461685,0.01330904,-6.542567753,19078.97167,4.851613901
Cline Scientific,Spotlight,Hälsovård,Biotech,CLINE B,-0.253333321,0.021940601,-9.021345139,6.920877934,7.491219997
CombiGene,First North,Hälsovård,Biotech,COMBI,0,0.01549907,-5.232178211,5.853171825,4.986482143
Idogen,Spotlight,Hälsovård,Biotech,IDOGEN,-0.071428542,0.041018391,-0.829130828,6.466238022,1.478883982
Nanexa,Spotlight,Hälsovård,Medicinsk Utrustning,NANEXA,-0.321495285,0.04018754,-9.207355739,14.90039805,3.646840082
Pharmacolog,First North,Hälsovård,Medicinsk Utrustning,PHLOG B,-0.616382256,0.027859859,-3.333729029,25.1430397,3.275224924
Redsense Medical,Spotlight,Hälsovård,Medicinsk Utrustning,REDS,0.055319118,0.025654731,-34.02854156,9.856135368,15.71607971
Transtema,First North,Telekommunikation,Telekomtjänster,TRANS,-0.642809372,0.141166496,-0.665221572,0.095732242,1.410343051
Vibrosense Dynamics,Spotlight,Hälsovård,Medicinsk Utrustning,VSD B,-0.1875,0.262362194,-11.56789464,82.77743271,5.556072818
Bonäsudden,First North,Finans & Fastighet,Fastighetsbolag,BONAS,0.23188406,0.028691981,4.960926056,7.046284199,1.210600019
IVISYS,First North,Informationsteknik,Elektronisk Utrustning,IVISYS,-0.389978256,0.018924299,-3.099745035,3.960855961,5.560327053
Link Prop,First North,Finans & Fastighet,Fastighetsbolag,LINKAB,-0.008064516,0.04862236,16.88401031,5.109648228,1.422155023
Asiakastieto,Mid Cap,Industri,Mätning & Analys,ATG1V,0.104316607,0.01266714,37.3116188,5.028082848,2.366966009
Pihlajalinna,Mid Cap,Hälsovård,Sjukhus & Vårdhem,PIHLIS,0.477386932,0.008070384,97.80438995,0.639204085,3.288960934
Insplorion,Spotlight,Industri,Mätning & Analys,INSP,-0.139999962,0.030882349,-17.37373924,17.35816956,5.378100872
SpectraCure,First North,Hälsovård,Medicinsk Utrustning,SPEC,0.442363129,0.051197362,-119.4511032,93.62162781,18.61936951
Endomines Oyj,Small Cap,Material,Gruv - Guld & Silver,ENDOM,0.02666662,0.051391859,-4.569733143,60.39025116,1.042371035
Sotkamo Silver Oyj,Small Cap,Material,Gruv - Guld & Silver,SOSI1,-0.479400749,0.022870209,-3.098067999,1.586236,1.430318952
Saga Furs,Small Cap,Sällanköpsvaror,Kläder & Skor,SAGCV,-0.465116272,0.016773829,-36.54661179,0.546715081,0.288056791
Neo Industrial,Small Cap,Industri,Industrikomponenter,NEO1V,0.008928563,0.01185012,-9.342703819,0.137972295,1.931532025
Valoe,Small Cap,Kraftförsörjning,Solkraft,VALOE,-0.834808273,0.026490071,-0.209737793,1.933303952,-0.131615594
Apetit,Small Cap,Dagligvaror,Livsmedel,APETIT,-0.086046534,0.03424124,-11.07198048,0.163422599,0.518810213
Afarak,Mid Cap,Material,Gruv - Industrimetaller,AFAGR,-0.666272202,0.007185629,-1.288848042,0.503593326,1.102090001
Aspocomp,Small Cap,Informationsteknik,Elektronik & Tillverkning,ACG1V,-0.073991013,0.028313849,6.989337921,0.880772471,1.521590948
CapMan,Mid Cap,Finans & Fastighet,Investmentbolag,CAPMAN,0.060606074,0.07270812,18.34380913,5.228205204,2.009423971
Componenta,Small Cap,Industri,Industrikomponenter,CTH1V,-0.338582726,0.05382215,-7.118644238,0.293700099,0.93651551
Digia,Small Cap,Informationsteknik,IT-Konsulter,DIGIA,0.606383095,0.037050231,17.13961029,0.92076081,2.284418106
Dovre,Small Cap,Industri,Affärskonsulter,DOV1V,0.034782615,0.081188841,0.01140125,0.000283972,0.000980303
Enedo,Small Cap,Industri,Elektroniska komponenter,ENEDO,-0.666071396,0.005915292,-3.00739789,0.180578098,2.113251925
eQ Oyj,Mid Cap,Finans & Fastighet,Kapitalförvaltning,EQV1V,0.367816086,0.099526062,20.92123985,8.693766594,6.757472038
Etteplan,Mid Cap,Industri,Affärskonsulter,ETTE,0,0.02537313,11.39764023,0.745345473,2.582329988
Suominen,Small Cap,Dagligvaror,Hygienprodukter,SUY1V,0.189873447,0.01016361,742.1052856,0.399333,1.240376949
Solteq,Small Cap,Informationsteknik,IT-Konsulter,SOLTEQ,-0.333333321,0.03225806,6.891798973,0.317089587,788
Exel Composites,Small Cap,Industri,Industrikomponenter,EXL1V,0.033096895,0.03068073,21.69811058,0.500943184,1.976652026
Glaston,Small Cap,Industri,Byggmaterial,GLA1V,-0.692660522,0.059080958,-8.827404022,0.308940411,0.76940459
Innofactor,Small Cap,Informationsteknik,Affärs- & IT-System,IFA1V,0.164285736,0.033003299,51.33858109,0.333916306,0.968681514
SSH Communications,Small Cap,Informationsteknik,Säkerhet & Bevakning,SSH1V,-0.357664223,0.049612398,-26.11276054,2.35314393,2.972393036
Ålandsbanken B,Mid Cap,Finans & Fastighet,Banker,ALBBV,0.05319149,0.009738453,8.722467422,1.713129044,0.889100611
Raute,Small Cap,Industri,Industrimaskiner,RAUTE,-0.259259262,0.03266294,11.16695023,0.567360878,1.734071016
Biohit,Small Cap,Hälsovård,Hälsovård & Hjälpmedel,BIOBV,-0.082781458,0.031507881,-29.78495026,4.12620306,2.854428053
QPR Software,Small Cap,Informationsteknik,Affärs- & IT-System,QPR1V,-0.06999999,0.01013171,-144.1860962,2.433269978,8.380773544
Elecster,Small Cap,Industri,Industrimaskiner,ELEAV,-0.344262276,0.268096504,22.83105087,0.57097882,0.883753777
Honkarakenne,Small Cap,Industri,Bostadsbyggnation,HONBS,0.441666641,0.015951509,8.797355652,0.422351211,1.618450046
Ilkka-Yhtymä 2,Small Cap,Sällanköpsvaror,Media & Publicering,ILK2S,-0.219211788,0.04098855,21.39001083,2.21468401,0.590184927
Incap,Small Cap,Industri,Industrimaskiner,ICP1V,0.24285717,0.004132744,9.078892708,0.790780127,2.602783918
Digitalist Group,Small Cap,Informationsteknik,IT-Konsulter,DIGIGR,-0.319672127,0.044078569,-1.475556016,0.788800776,-2.59751606
Oravo,Small Cap,Finans & Fastighet,Fastighet - REIT,OVARO,-0.250000019,0.02767695,-9.882352829,2.214088917,0.35025999
Marimekko,Mid Cap,Sällanköpsvaror,Kläder & Skor,MMO1V,-0.180194778,0.004386903,15.69005013,1.62056005,5.247200012
Martela,Small Cap,Industri,Bygginredning,MARAS,-0.266055012,0.01479563,-3.925416946,0.093600973,0.633697629
Nurminen Logistics,Small Cap,Industri,Tåg- & Lastbilstransport,NLG1V,-0.359788361,0.01456311,-0.830188692,0.154306203,-11.99269009
Keskisuomalainen,Small Cap,Sällanköpsvaror,Media & Publicering,KSLAV,-0.2110672,0.039727581,8.056834221,0.462673813,1.375548959
Kesla,Small Cap,Industri,Industrimaskiner,KELAS,-0.216517868,0.024979179,12.5,0.250767201,0.921276271
PunaMusta Media,Small Cap,Sällanköpsvaror,Media & Publicering,PUMU,-0.078125,0.042537031,32.11758041,0.670756578,1.525833011
Revenio,Mid Cap,Hälsovård,Medicinsk Utrustning,REG1V,0.397660751,0.01288591,61.26633835,11.21512032,8.846711159
Soprano,Small Cap,Industri,Utbildning,SOPRA,-0.220858879,0.009480627,-51.83673096,0.303660691,0.778406501
Investors House,Small Cap,Finans & Fastighet,Fastighetsbolag,INVEST,-0.225563908,0.02180685,19.29561996,2.777882099,0.708030522
Trainers House,Small Cap,Industri,Utbildning,TRH1V,-0.445783119,0.01787701,5.054944992,0.437174112,0.555230379
Uutechnic,Small Cap,Industri,Industrimaskiner,UUTEC,-0.276923046,0.01612903,15.32608986,0.945651472,1.372730017
Yleiselektroniikka,Small Cap,Industri,Elektroniska komponenter,YEINT,0.740259705,0.025896411,14.93369007,0.573512077,2.259486914
NoHo Partners,Mid Cap,Sällanköpsvaror,Restaurang & Café,NOHO,-0.422535248,0.024015369,4.168432236,0.333394706,0.719067216
Panostaja,Small Cap,Finans & Fastighet,Investmentbolag,PNA1V,-0.295503235,0.044875679,21.02235985,0.178463504,0.683213711
Scanfil,Mid Cap,Informationsteknik,Elektronik & Tillverkning,SCANFL,0.007109055,0.03583333,9.442346573,0.457094699,1.591467977
Tecnotree,Small Cap,Informationsteknik,Affärs- & IT-System,TEM1V,1.857142944,0.01846722,4.100227833,0.648825884,8.759149551
Teleste,Small Cap,Informationsteknik,Kommunikation,TLT1V,-0.389632111,0.02354326,-52.29225922,0.291264892,0.954885423
Tulikivi,Small Cap,Sällanköpsvaror,Möbler & Inredning,TULAV,-0.076335864,0.007888768,-4.531835079,0.250670999,0.940829992
Wulff-Yhtiöt,Small Cap,Industri,Bygginredning,WUF1V,-0.043478293,0.01807659,10.23935986,0.187992096,0.859190583
Ahola Transport,First North,Industri,Tåg- & Lastbilstransport,AHOLA,0.062500014,0.02489177,10.31552982,0.123806298,1.29816103
Double Bond Pharma,Spotlight,Hälsovård,Biotech,DBP B,-0.389830551,0.129133301,-10.89918041,15.56583023,13.35258007
Hybricon,Spotlight,Industri,Tåg- & Lastbilstransport,HYCO,-0.626530609,0.02289562,-1.878850103,2.092073067,2.406384353
Oncology Venture,First North,Hälsovård,Biotech,OV,-0.763669052,0.01639344,-0.421342909,69.41118622,0.393372506
Swemet,NGM,Industri,Elektroniska komponenter,SWEM B,1.274509888,0.008021901,17.07555962,0.923336208,10.86865997
Aker Solutions,OB Match,Energi,Olja & Gas - Service,AKSO,-0.84915329,0.010655299,44.9236908,0.062937424,0.258163393
BW LPG,OBX,Energi,Olja & Gas - Transport,BWLPG,-0.202808094,0.02342648,1.839341998,0.616348922,0.427823991
Aker BP,OBX,Energi,Olja & Gas - Exploatering,AKERBP,-0.549380684,0.058132911,40.84194946,1.721089959,2.433129072
DNB,OBX,Finans & Fastighet,Banker,DNB,-0.336550064,0.071748881,7.173132896,3.217097044,0.728489578
DNO,OBX,Energi,Olja & Gas - Exploatering,DNO,-0.79226799,0.01875263,6.560313225,0.496313214,0.415154308
A.P. Moller Maersk B,Large Cap,Industri,Sjöfart & Rederi,MAERSK B,-0.273666897,0.063954301,-229.4449005,0.495585293,0.685931802
Carlsberg B,Large Cap,Dagligvaror,Bryggeri,CARL B,-0.040368285,0.01535018,18.86026001,1.879958987,2.851525068
Chr Hansen,Large Cap,Dagligvaror,Livsmedel,CHR,-0.205838089,0.035033491,37.41537094,8.003072739,12.81130028
Coloplast,Large Cap,Hälsovård,Medicinsk Utrustning,COLO B,0.512114182,0.01847187,55.76327133,12.0896101,40.65356064
Danske Bank,Large Cap,Finans & Fastighet,Banker,DANSKE,-0.442677193,0.02911118,4.176500797,2.139003992,0.349902093
Frontline,OBX,Energi,Olja & Gas - Transport,FRO,0.359433212,0.04680851,12.67996979,1.854140997,1.17552197
Gjensidige Forsikring,OBX,Finans & Fastighet,Försäkring,GJF,0.170393715,0.050715752,14.17000961,2.930053949,3.546938896
Mowi,OBX,Dagligvaror,Fiskodling,MOWI,-0.027331221,0.009200196,20.15546989,2.327647924,3.328337908
Nordic Semiconductor,OB Match,Informationsteknik,Elektronik & Tillverkning,NOD,0.377027054,0.05853219,142.199295,3.612447023,4.486602783
DSV Panalpina,Large Cap,Industri,Tåg- & Lastbilstransport,DSV,0.103580074,0.021721959,34.02799988,1.329483032,2.552836895
FLSmidth & Co.,Large Cap,Industri,Byggmaterial,FLS,-0.530070572,0.036721311,9.819448471,0.368595511,0.866843998
G4S,Large Cap,Industri,Säkerhet,G4S,-0.578287468,0.006342132,-16.23307991,0.190395802,5.450519085
Genmab,Large Cap,Hälsovård,Biotech,GMAB,0.276531487,0.006061918,44.37612915,17.91254044,6.842161179
GN Store Nord,Large Cap,Hälsovård,Medicinsk Utrustning,GN,-0.059173341,0.03839761,28.85466003,3.336617947,8.652224541
Equinor,OBX,Energi,Olja & Gas - Försäljning,EQNR,-0.343908615,0.026614621,26.72829056,0.765416682,1.197402
Novo Nordisk,Large Cap,Hälsovård,Läkemedel,NOVO B,0.229594097,0.013820339,25.0153904,7.985252857,16.91818047
Capacent,First North,Industri,Affärskonsulter,CAPAC,-0.646840134,0.02165354,19.44927979,0.1933081,0.472808599
Sinch,Mid Cap,Informationsteknik,Kommunikation,SINCH,2.545751648,0.02201997,84.71764374,4.61976099,11.64385986
Bravida,Large Cap,Industri,Installation & VVS,BRAV,-0.188622761,0.036939781,15.48324013,0.669288576,2.444274902
Dometic,Large Cap,Sällanköpsvaror,Bil & Motor,DOM,-0.407350693,0.021901441,10.36769009,0.742417574,0.791162372
Klaria Pharma,First North,Hälsovård,Biotech,KLAR,-0.65897438,0.01566872,-5.527846813,10.73149967,1.514157057
Minesto,First North,Kraftförsörjning,Förnybarenergi,MINEST,0.097674437,0.01726122,-14.14303017,35.25434113,3.545833111
Photocat,First North,Industri,Installation & VVS,PCAT,1.094594574,0.025889969,-13.81707954,7.629392147,4.198824883
Waystream,First North,Informationsteknik,Kommunikation,WAYS,0.194174747,0.042398028,6.179662228,0.58585602,1.663468957
Alzinova,First North,Hälsovård,Biotech,ALZ,-0.327044029,0.08333333,-13.19684029,11.99664021,1.381713986
Nanologica,Spotlight,Hälsovård,Biotech,NICA,1.21002388,0.048782539,-7.85677923,10.11182995,37.3433487
PExA,Spotlight,Hälsovård,Medicinsk Utrustning,PEXA B,-0.377777748,0.00181653,-6.451612949,10.75424004,1.93718195
Attendo,Large Cap,Hälsovård,Sjukhus & Vårdhem,ATT,-0.270292854,0.005033113,69.27507782,0.465842813,0.962283611
Camurus,Mid Cap,Hälsovård,Läkemedel,CAMX,0.299738235,0.005798222,-16.45019913,45.11166,7.542368889
Scandic Hotels,Mid Cap,Sällanköpsvaror,Hotell & Camping,SHOT,-0.567415733,0.02529644,5.492702007,0.209328607,0.60471648
Immunovia,Mid Cap,Hälsovård,Medicinsk Utrustning,IMMNOV,-0.270081501,0.021580231,-21.4282093,89.13739777,6.862206936
Nilsson Special Vehicles,First North,Sällanköpsvaror,Bil & Motor,NILS,-0.420606041,0.01402256,-1.846343994,0.104689904,0.660791218
Stillfront,First North,Sällanköpsvaror,Gaming & Spel,SF,1.307692261,0.02157239,38.05401993,5.913654804,6.626584053
TC TECH,First North,Industri,Industrimaskiner,TCT,-0.585145874,0.082918739,-4.591357231,6.271768093,2.703169107
Zenergy,Spotlight,Industri,Bostadsbyggnation,ZENZIP B,-0.200000038,0.03380049,-10.45751953,3.225703001,1.453557968
Evli Pankki,Mid Cap,Finans & Fastighet,Nischbanker,EVLI,0.029925156,0.02926116,11.41199017,2.604515076,2.464696884
Consti Yhtiöt,Small Cap,Industri,Byggnation & Infrastruktur,CONSTI,0.233082657,0.02143553,19.26579094,0.163271695,1.757115006
IMINT,Spotlight,Informationsteknik,Affärs- & IT-System,IMINT,-0.566226921,0.01416029,-12.25767994,1.373772025,1.313060999
Toleranzia,Spotlight,Hälsovård,Medicinsk Utrustning,TOL,-0.694636688,0.008963585,-3.72913599,4.055766106,0.805542588
Prebona,Spotlight,Hälsovård,Läkemedel,PREBON,1.106741638,0.026548669,-17.70538244,44.93774088,-176.0452962
QuickCool,Spotlight,Hälsovård,Medicinsk Utrustning,QUICK,-0.963953476,0.032590051,-0.143269807,0.113391899,0.030636551
Implementa Sol,NGM,Kraftförsörjning,Solkraft,IMSOL B,3.681817932,0.02620151,-30.11696053,3.264605999,10.83148956
Pandora,Large Cap,Sällanköpsvaror,Accessoarer,PNDORA,-0.253496494,0.100714302,7.046227932,0.948926926,3.953350067
Vestas Wind Systems,Large Cap,Kraftförsörjning,Vindkraft,VWS,-0.029629588,0.033684211,21.6721096,1.256039977,4.561170101
Royal UNIBREW,Large Cap,Dagligvaror,Bryggeri,RBREW,-0.023231883,0.026677451,21.21777916,3.149842978,7.82361412
Lundbeck,Large Cap,Hälsovård,Läkemedel,LUN,-0.232809753,0.025196099,16.37585068,2.563644886,3.000842094
