Bolagsnamn,Land,Lista,Sektor,Bransch,Ticker,Kursutveckling,PE,PS,PB
Episurf,Sverige,Small Cap,Hälsovård,Medicinsk Utrustning,EPIS B,-0.596774178,-1.206098032,15.58865741,2.03330314
Firefly,Sverige,First North,Informationsteknik,Affärs- & IT-System,FIRE,-0.133757954,13.87755102,0.942046841,4.93909465
Vertical Ventures,Sverige,First North,Telekommunikation,Bredband & Telefoni,VEVEN,-0.526143799,-0.857988166,2.687847606,7.177858845
Generic Sweden,Sverige,First North,Informationsteknik,Säkerhet & Bevakning,GENI,0.987654266,22.48917447,2.831488132,9.417588274
Genovis,Sverige,First North,Hälsovård,Biotech,GENO,0.243816319,116.3251818,17.62262175,31.17798989
Binero Group,Sverige,First North,Informationsteknik,Affärs- & IT-System,BINERO,1.076923065,-6.201194304,7.715560345,1.048424444
Götenehus Group,Sverige,First North,Industri,Bostadsbyggnation,GHUS B,-0.290953541,7.74159103,0.326502067,0.939093007
Hansa Biopharma,Sverige,Mid Cap,Hälsovård,Biotech,HNSA,-0.689427338,-7.838297588,838.8326397,5.013784281
Stendörren,Sverige,Mid Cap,Finans & Fastighet,Fastighetsbolag,STEF B,-0.026431718,10.76431508,5.273015203,0.812923177
Hifab,Sverige,First North,Industri,Affärskonsulter,HIFA B,-0.224806175,-11.26760563,0.340733688,2.041543624
Impact Coatings,Sverige,First North,Industri,Industrimaskiner,IMPC,0.137691269,-13.33333333,8.936784027,3.448870066
Invisio Communications,Sverige,Mid Cap,Informationsteknik,Kommunikation,IVSO,0.44927536,43.40466166,8.582717011,12.04863388
Northbaze,Sverige,First North,Informationsteknik,Elektronisk Utrustning,NBZ,-0.789473648,-0.93254585,0.123823676,0.357302778
JLT Mobile,Sverige,First North,Informationsteknik,Datorer & Hårdvara,JLT,-0.226890755,12.19835587,0.938244178,2.268757679
Kancera,Sverige,First North,Hälsovård,Biotech,KAN,-0.663716812,-2.092511013,13.5957076,4.334953786
Kopy Goldfields,Sverige,First North,Material,Gruv - Guld & Silver,KOPY,-0.311926632,-2.214348981,15.71201574,0.600061263
Lightlab,Sverige,First North,Industri,Elektroniska komponenter,LLSW B,0.142857237,-3.666361137,10.1804163,1.664736577
Lucara Diamond,Sverige,Mid Cap,Material,Gruv - Ädelstenar,LUC,-0.70537262,11.02464332,0.727926185,0.591536219
Mackmyra,Sverige,First North,Dagligvaror,Bryggeri,MACK B,-0.448275871,-6.899525658,1.465583134,0.92413889
MedCap,Sverige,Small Cap,Finans & Fastighet,Investmentbolag,MCAP,0.818181839,34.17718429,2.470339761,5.720352369
Modern Ekonomi,Sverige,First North,Industri,Affärskonsulter,ME,-0.212121239,-7.319819927,0.360402286,3.864814997
Misen Energy,Sverige,First North,Energi,Olja & Gas - Exploatering,MISE,-0.267015705,-12.77372263,3.617526985,-2.9040151
NetJobs,Sverige,First North,Industri,Bemanning,NJOB,-0.589655151,-1.226804124,0.239326266,-4.678132678
New Nordic Healthbrands,Sverige,First North,Dagligvaror,Hälsoprodukter,NNH,-0.27152317,12.13672573,0.752795435,3.343161592
Nischer,Sverige,NGM,Finans & Fastighet,Fastighetsbolag,NIS,0.965317917,-2.726106479,0.319429544,1.355935543
Online Brands Nordic,Sverige,First North,Sällanköpsvaror,Accessoarer,OBAB,-0.70562767,-0.701754386,0.130349277,1.317812653
OPUS Prodox,Sverige,Mid Cap,Sällanköpsvaror,Bil & Motor,OPUS,0.379962234,973.3333333,0.785573076,2.180726291
Saxlund,Sverige,First North,Industri,Energi & Återvinning,SAXG,2.083700409,-4.697986577,0.426742065,-5.49398921
PledPharma,Sverige,Small Cap,Hälsovård,Biotech,PLED,-0.694623642,-4.774312852,3.55170272,1.197486401
Precio Fishbone,Sverige,First North,Informationsteknik,IT-Konsulter,PRCO B,-0.024390285,17.83414247,1.3517772,3.286599867
Precomp Solutions,Sverige,First North,Industri,Industrikomponenter,PCOM B,0.099999981,-5.929919137,0.1265105,1.502101333
ENLABS,Sverige,First North,Sällanköpsvaror,Betting & Casino,NLAB,-0.319047604,9.028347749,2.150607862,2.129160859
ScandBook,Sverige,First North,Sällanköpsvaror,Media & Publicering,SBOK,-0.154929562,9.385265134,0.190804288,0.309899666
ShaMaran,Sverige,First North,Energi,Olja & Gas - Exploatering,SNM,-0.57943924,-4.679376083,0.861920862,0.426248652
SJR,Sverige,First North,Industri,Bemanning,SJR B,-0.592592583,11.55731964,0.503671706,3.80907441
Skåne-möllan,Sverige,First North,Dagligvaror,Livsmedel,SKMO,0.080402012,36.66689406,2.416964742,3.371347113
Allgon,Sverige,First North,Informationsteknik,Kommunikation,ALLG B,0.215277729,9.265387161,0.683913639,1.201504499
Stille,Sverige,First North,Hälsovård,Medicinsk Utrustning,STIL,0.057142878,17.17734448,2.508404128,3.814711421
TagMaster,Sverige,First North,Informationsteknik,Kommunikation,TAGM B,-0.397379913,-8.079625293,0.772993624,1.020527384
Tethys Oil,Sverige,Mid Cap,Energi,Olja & Gas - Exploatering,TETY,-0.382013245,4.208416834,1.068843918,0.583357448
Unlimited Travel Group,Sverige,First North,Sällanköpsvaror,Resor & Nöjen,UTG,-0.469163017,11.53772501,0.077781746,1.624135142
Nordic Flanges,Sverige,First North,Industri,Industrikomponenter,NFGAB,-0.384615364,-2.242152466,0.186387304,0.647620226
WeSC,Sverige,First North,Sällanköpsvaror,Kläder & Skor,WESC,-0.885786819,-0.796460177,0.703437122,-5.499599318
Westpay,Sverige,First North,Industri,Säkerhet,WPAY,-0.4703088,-3.181169757,1.187405339,2.247178431
Wise Group,Sverige,Small Cap,Industri,Bemanning,WISE,-0.56747406,-247.7700694,0.198179839,1.802229744
ZetaDisplay,Sverige,Small Cap,Sällanköpsvaror,Marknadsföring,ZETA,-0.252525215,26.85538015,0.905783752,1.502748559
ALM Equtiy,Sverige,First North,Finans & Fastighet,Fastighetsbolag,ALM,0.450777206,10.22808633,1.691493159,0.859033233
Mangold,Sverige,First North,Finans & Fastighet,Kapitalförvaltning,MANG,0.338709679,34.17212872,2.493819855,3.704199219
Platzer,Sverige,Mid Cap,Finans & Fastighet,Fastighetsbolag,PLAZ B,0.105614891,6.788927563,8.824325445,1.15924986
aXichem,Sverige,First North,Material,Kemikalier,AXIC A,-0.506329117,-49.46727549,1811.396501,9.252002859
Sportamore,Sverige,Small Cap,Sällanköpsvaror,Detaljhandel,SPOR,-0.44594593,-27.46332641,0.382987047,1.808993673
Nexam,Sverige,First North,Material,Kemikalier,NEXAM,-0.417284012,-18.67088608,2.343116954,2.060023012
Xvivo Perfusion,Sverige,Mid Cap,Hälsovård,Medicinsk Utrustning,XVIVO,-0.372065697,574.0343348,12.83203449,4.906813778
Bufab,Sverige,Mid Cap,Industri,Industrikomponenter,BUFAB,-0.089000015,13.49109972,0.78501465,1.950424971
Bactiguard,Sverige,Small Cap,Hälsovård,Medicinsk Utrustning,BACTI B,1.121052628,165.1300963,13.56922113,6.941307659
Recipharm,Sverige,Mid Cap,Hälsovård,Läkemedel,RECI B,-0.250374775,19.75386682,0.879132995,1.191041052
Scandi Standard,Sverige,Mid Cap,Dagligvaror,Livsmedel,SCST,-0.11544713,15.12371421,0.35845293,2.044914154
Arctic Paper,Sverige,Small Cap,Material,Skogsbolag,ARP,-0.004566205,1.953974052,0.078156179,0.279855486
Besqab,Sverige,Mid Cap,Industri,Bostadsbyggnation,BESQ,0.222222214,15.56442256,1.302421718,1.221762408
G5 Entertainment,Sverige,Mid Cap,Sällanköpsvaror,Gaming & Spel,G5EN,-0.282945709,14.76456504,0.539168672,1.724076586
NeuroVive Pharmaceutical,Sverige,Small Cap,Hälsovård,Biotech,NVP,-0.605109482,-1.202222222,25.47151266,0.724340535
Oscar Properties,Sverige,Small Cap,Finans & Fastighet,Fastighetsbolag,OP,-0.938747711,-11.51877133,0.027203693,0.020293658
Starbreeze B,Sverige,Small Cap,Sällanköpsvaror,Gaming & Spel,STAR B,0.284090919,-0.925774209,1.312788302,59.69200227
Cell Impact,Sverige,First North,Industri,Industrimaskiner,CI B,2.06122467,-9.333517699,37.643625,10.01604213
BIMobject,Sverige,First North,Informationsteknik,Affärs- & IT-System,BIM,-0.452011909,-6.601905121,6.002016747,5.533943519
Delarka,Sverige,First North,Finans & Fastighet,Fastighetsbolag,DELARK,0.153846149,6.217244333,7.23845065,1.301789527
Immunicum,Sverige,Small Cap,Hälsovård,Biotech,IMMU,-0.195187168,-4.144292992,621.9340873,2.036018418
Polyplank,Sverige,First North,Industri,Energi & Återvinning,POLY,2.3375,-3.961424332,1.244344003,39.42169123
Fastator,Sverige,First North,Finans & Fastighet,Fastighetsbolag,FASTAT,0.843317871,2.164144987,5.135460593,0.79053835
Ages Industri,Sverige,First North,Industri,Industrikomponenter,AGES B,-0.557746468,-1.737879123,0.22027006,0.658837612
Brighter,Sverige,First North,Hälsovård,Medicinsk Utrustning,BRIG,-0.75463913,-2.550637659,6.043758719,1.100922536
Clavister,Sverige,First North,Informationsteknik,Kommunikation,CLAV,-0.162499981,-1.746337903,1.99717781,-5.836983456
Cortus Energy,Sverige,First North,Kraftförsörjning,Bioenergi,CE,0.379785652,-7.821180556,272.4194474,9.208066692
Dome Energy,Sverige,First North,Energi,Olja & Gas - Exploatering,DOME,-0.455564423,-0.430960726,0.466965008,1.81613837
Doxa,Sverige,First North,Hälsovård,Biotech,DOXA,0.056603718,-13.85452746,7.787064677,17.58651685
Hanza,Sverige,Small Cap,Industri,Affärskonsulter,HANZA,-0.199386463,17.76476994,0.202752454,0.842337251
Heliospectra,Sverige,First North,Informationsteknik,Elektronisk Utrustning,HELIO,-0.291187706,-3.352056532,6.453873095,2.854243907
Hexatronic,Sverige,Mid Cap,Industri,Elektroniska komponenter,HTRO,-0.283362255,22.28269656,0.805032026,2.601652159
Kallebäck Property,Sverige,First North,Finans & Fastighet,Fastighetsbolag,KAPIAB,-0.099378881,7.011537606,7.525559174,1.045458945
Kambi,Sverige,First North,Sällanköpsvaror,Betting & Casino,KAMBI,-0.40379406,24.05160162,2.722982518,3.502989116
Kentima,Sverige,First North,Informationsteknik,Säkerhet & Bevakning,KENH,-0.34285717,-41.51624549,0.63966392,1.259910587
Mavshack,Sverige,First North,Sällanköpsvaror,Media & Publicering,MAV,-0.583333321,-1.904761905,1.570777027,1.286405976
Irisity,Sverige,First North,Informationsteknik,Säkerhet & Bevakning,IRIS,-0.486842079,-10.22548506,3.519664147,2.06803031
myFC Holding,Sverige,First North,Kraftförsörjning,Förnybarenergi,MYFC,-0.04438642,-0.625177931,21.89587643,1.759772665
New Equity Venture,Sverige,Spotlight,Finans & Fastighet,Investmentbolag,NEVI B,-0.576612892,28.39372634,1.889951462,0.424216288
Nicoccino,Sverige,First North,Dagligvaror,Tobak,NICO,-0.784659119,-11.07539451,623.9964286,5.93071962
Clemondo,Sverige,First North,Material,Kemikalier,CLEM,0.697080383,-32.40418118,0.493448057,4.278432168
ScandiDos,Sverige,First North,Hälsovård,Medicinsk Utrustning,SDOS,-0.19288393,-8.33655706,1.436851509,1.728820581
Scandinavian Enviro,Sverige,First North,Industri,Energi & Återvinning,SES,-0.364303207,-2.075019952,78.21224937,0.583387417
Advenica,Sverige,First North,Informationsteknik,Säkerhet & Bevakning,ADVE,-0.165289288,-1.556800082,0.88680089,2.625121119
Speqta,Sverige,First North,Informationsteknik,Internettjänster,SPEQT,-0.588888855,-199.5098039,1.350770229,1.670945732
DDM Holding,Sverige,First North,Finans & Fastighet,Kredit & Finansiering,DDM,-0.175531883,-10.00129049,1.550334419,1.263309742
Inwido,Sverige,Mid Cap,Industri,Byggmaterial,INWI,0.147697725,8.838248675,0.577431959,1.014096239
Gränges,Sverige,Mid Cap,Industri,Industrikomponenter,GRNG,-0.340166206,7.494619731,0.375416564,1.042359666
Safeture,Sverige,First North,Informationsteknik,Säkerhet & Bevakning,SFTR,0.663636322,-14.35294118,8.202850682,18.61706729
Thule,Sverige,Large Cap,Sällanköpsvaror,Bil & Motor,THULE,-0.234452114,18.127206,2.2742711,3.6966097
Sprint Bioscience,Sverige,First North,Hälsovård,Biotech,SPRINT,-0.704000015,-3.084618591,1.945363282,6.029619679
Nexstim,Sverige,First North,Hälsovård,Medicinsk Utrustning,NXTMS,-0.939259262,-0.254826555,0.50667629,-2.335269333
Bayn Europe,Sverige,First North,Dagligvaror,Livsmedel,BAYN,-0.550185852,-3.04632427,6.493666667,5.623138889
Papilly,Sverige,First North,Hälsovård,Hälsovård & Hjälpmedel,PAPI,-0.016949186,-1.606648199,15.11904776,30.91786667
Arcoma,Sverige,First North,Hälsovård,Medicinsk Utrustning,ARCOMA,-0.211340179,30.47201753,1.443572868,4.304891183
PowerCell,Sverige,First North,Kraftförsörjning,Förnybarenergi,PCELL,0.893004074,-78.98351648,106.6800898,12.61618586
Christian Berner Tech,Sverige,Small Cap,Industri,Industrikomponenter,CBTT B,-0.253731327,9.900990099,0.532358237,2.444631233
Absolent,Sverige,First North,Industri,Installation & VVS,ABSO,0.156069365,61.13403637,4.361145701,10.60333948
Samhällsbyggnadsbolag B,Sverige,Large Cap,Finans & Fastighet,Fastighetsbolag,SBB B,0.611913414,5.022779684,6.603090752,0.426584967
Italeaf,Sverige,First North,Finans & Fastighet,Investmentbolag,ITAL SDB,-0.263565865,-0.128430445,0.049892203,0.137094001
Lifco,Sverige,Large Cap,Finans & Fastighet,Investmentbolag,LIFCO B,0.084408588,24.34961067,2.64688091,4.59684724
NP3,Sverige,Mid Cap,Finans & Fastighet,Fastighetsbolag,NP3,0.188524647,5.991776803,4.699297217,1.141906522
AHA World,Sverige,Spotlight,Sällanköpsvaror,Betting & Casino,AHA,-0.79838707,-0.711912672,1.299465717,0.721925398
Alteco Medical,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,ALTE,-0.487804909,-3.712433707,5.075494505,5.072839958
Ambia Trading,Sverige,Spotlight,Industri,Elektroniska komponenter,AMBI,-0.455462151,-0.8914814,0.010420539,0.3152347
Axkid,Sverige,Spotlight,Sällanköpsvaror,Bil & Motor,AXKID,-0.422594109,34.63855422,0.62276686,1.790433899
BrainCool,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,BRAIN,-0.49921505,-2.225633154,10.80135135,3.101000924
C Security,Sverige,Spotlight,Informationsteknik,Säkerhet & Bevakning,CSEC,-0.5,-3.696857671,12.12191866,6.316145785
DexTech Medical,Sverige,Spotlight,Hälsovård,Biotech,DEX,-0.520930214,-76.31042786,609.7763654,36.34476472
Igrene,Sverige,Spotlight,Energi,Olja & Gas - Exploatering,ABI,-0.665399246,-1.567789061,42.43088235,0.81258889
RootFruit,Sverige,Spotlight,Dagligvaror,Livsmedel,ROOT,-0.07817112,63.90593047,0.261077521,1.361165439
Zenicor Medical,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,ZENI,-0.526315804,-29.54694682,2.046642995,3.171637591
Oboya Horticulture,Sverige,First North,Material,Förpackning,OBOYA B,-0.850971909,-2.085537253,0.06548103,0.239119553
Real Heart,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,HEART,-0.184331799,-8.204320015,232.5373343,2.587813453
Greater Than,Sverige,First North,Industri,Mätning & Analys,GREAT,1.063829803,-32.47079302,48.41896806,38.87040909
Ecoclime Comfort Ceilings,Sverige,Spotlight,Industri,Energi & Återvinning,ECC,-0.200000038,-77.18223583,1.62312786,1.127964101
QBNK,Sverige,Spotlight,Informationsteknik,Affärs- & IT-System,QBNK,0.458333282,53.55776588,3.368694675,11.34508459
Phase Holographic,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,PHI,-0.258064518,-12.52109532,70.54543515,8.060174015
Emotra,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,EMOT,0.681415939,-2.406078514,1880.21625,7.871130298
Envirologic,Sverige,Spotlight,Industri,Industrimaskiner,ENVI B,-0.200743484,66.15384615,1.665153061,1.890229885
EQL Pharma,Sverige,Spotlight,Hälsovård,Läkemedel,EQL,0.101382437,229.8076923,5.088462778,4.300964087
Tourn,Sverige,First North,Sällanköpsvaror,Marknadsföring,TOURN,-0.088372078,-7.003501751,0.859369488,-96.98379023
Josab Water Solutions,Sverige,Spotlight,Industri,Energi & Återvinning,JOSA,-0.5054496,-5.680751174,33.86905379,3.911130781
Storytel,Sverige,First North,Sällanköpsvaror,Media & Publicering,STORY B,0.066055017,-20.76186392,3.476409305,18.96993863
Motion Display,Sverige,Spotlight,Sällanköpsvaror,Marknadsföring,MODI,-0.762352905,-4.793545325,0.697002589,1.727227112
OptiFreeze,Sverige,Spotlight,Dagligvaror,Jordbruk,OPTI,-0.131455364,-22.83950617,34.13749776,8.344888109
Ortoma,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,ORT B,-0.514388466,-43.6187399,35.67313997,3.769661973
ProstaLund,Sverige,First North,Hälsovård,Medicinsk Utrustning,PLUN,-0.509375,-3.437705277,2.822856589,1.636169935
Saniona,Sverige,Small Cap,Hälsovård,Biotech,SANION,-0.445182724,-5.661016949,161.4082017,7.34163287
Serstech,Sverige,First North,Industri,Mätning & Analys,SERT,-0.083333321,-6.748466258,4.364175811,2.100050617
SyntheticMR,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,SYNT,-0.55520504,152.7627302,11.54941,13.00874649
RLS Global,Sverige,First North,Hälsovård,Läkemedel,RLS,-0.435424385,-6.894997747,136.2393421,3.53284845
Enzymatica,Sverige,First North,Dagligvaror,Hälsoprodukter,ENZY,1.25777771,-17.70651795,11.8347444,6.086598827
Spago Nanomedical,Sverige,Spotlight,Hälsovård,Biotech,SPAG,-0.175257721,-8.323795651,8.847331054,1.222340897
Sivers IMA,Sverige,First North,Informationsteknik,Elektronik & Tillverkning,SIVE,-0.139941692,-10.16015154,5.481357092,2.664204788
Safe at Sea,Sverige,Spotlight,Industri,Industrimaskiner,SAFE,-0.660714264,-2.184410209,1.248485058,2.010258409
Recyctec,Sverige,Spotlight,Industri,Energi & Återvinning,RECY B,-0.569444466,-1.526341704,3.795092578,2.792897523
Angler Gaming,Sverige,Spotlight,Sällanköpsvaror,Betting & Casino,ANGL,0.324278488,8.581802178,1.945233162,5.26857637
Peptonic Medical,Sverige,Spotlight,Hälsovård,Biotech,PMED,0.510574036,-5.189413596,28.42754919,1.483164944
Ngage Group,Sverige,Spotlight,Sällanköpsvaror,Gaming & Spel,NGAGE,-0.596330299,-0.412062184,3.020019474,-8.938213256
ECOMB,Sverige,Spotlight,Industri,Energi & Återvinning,ECOM,-0.461538429,-80.76923077,1.811562405,1.227054568
EcoRub,Sverige,Spotlight,Industri,Energi & Återvinning,ECO B,-0.43,-1.581137309,2.134718529,1.127649432
Alphahelix,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,ALPH,-0.021739111,-34.43877551,2.074554974,24.90335196
Amnode,Sverige,Spotlight,Industri,Industrikomponenter,AMNO,-0.807017517,-0.37414966,0.07852354,0.384341948
Amhult 2,Sverige,Spotlight,Finans & Fastighet,Fastighetsbolag,AMH2 B,-0.281481476,19.60454071,8.512494393,0.682791235
Umida Group,Sverige,Spotlight,Dagligvaror,Bryggeri,UMIDA B,0.206349163,-1.86842364,0.647634477,2.857247611
AQ Group,Sverige,Mid Cap,Industri,Industrikomponenter,AQ,-0.1625,9.396716759,0.471652783,1.220975876
AroCell,Sverige,First North,Hälsovård,Biotech,AROC,-0.682711868,-1.779806047,83.304,0.458972352
Archelon,Sverige,NGM,Material,Gruv - Prospekt & Drift,ALON MTF B,-0.310810833,-2.741935484,1067.0526,1.817806814
Botnia Exploration,Sverige,First North,Material,Gruv - Prospekt & Drift,BOTX,-0.553475952,-15.10628675,42.63011025,0.888821433
EasyFill,Sverige,Spotlight,Industri,Bygginredning,EASY B,-0.726829224,-4.04040404,0.930439157,1.588922031
European institute,Sverige,Spotlight,Hälsovård,Biotech,EURI B,-0.537037048,-0.823994726,6.447831978,1.802462121
Gullberg & Jansson,Sverige,Spotlight,Industri,Energi & Återvinning,GJAB,1.163043518,8.689956332,0.659802702,1.970260669
Challenger Mobile,Sverige,Spotlight,Telekommunikation,Telekomtjänster,CHAL B,-0.483333321,-2.695652174,22.26736596,-2.442964986
Eurocon,Sverige,Spotlight,Informationsteknik,IT-Konsulter,EURO,-0.449101753,28.90809112,0.601692016,1.849563208
Slottsviken B,Sverige,Spotlight,Finans & Fastighet,Fastighetsbolag,SLOTT B,-0.206349201,6.402048656,0.763061804,0.506159919
Signatur Fastigheter,Sverige,First North,Finans & Fastighet,Fastighetsbolag,SIGN B,-0.427055702,8.799804449,6.031654924,0.699436702
Smart Energy,Sverige,NGM,Energi,Olja & Gas - Försäljning,SEGR MTF,-0.684931488,25.55555556,0.031559001,0.351255407
Bahnhof,Sverige,Spotlight,Telekommunikation,Bredband & Telefoni,BAHN B,-0.199218769,20.17716535,1.705075832,5.902950294
Clinical Laserthermia,Sverige,First North,Hälsovård,Medicinsk Utrustning,CLS B,-0.590814171,-3.213378146,21.61826101,16.90286851
Jojka Communications,Sverige,Spotlight,Sällanköpsvaror,Marknadsföring,JOJK,-0.517241402,-42.04204204,0.661852108,3.795018398
Latvian Forest,Sverige,Spotlight,Material,Skogsbolag,LATF B,-0.490909119,7.53194351,9.156550438,0.473101042
Medfield,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,MEDF,-0.391428528,-13.51522843,21.98557634,2.000261723
Net Gaming Europe,Sverige,First North,Sällanköpsvaror,Betting & Casino,NETG,-0.68421051,3.469712303,1.196887624,0.656814012
TiksPac,Sverige,Spotlight,Industri,Energi & Återvinning,TIKS,-0.2840909,9.394572025,1.091269841,1.413766372
Wonderful Times,Sverige,Spotlight,Sällanköpsvaror,Fritid & Sport,WTG,-0.209999981,11.56492461,0.408321692,0.75457622
iZafe,Sverige,First North,Hälsovård,Medicinsk Utrustning,IZAFE B,-0.703689346,-1.311221859,2.115397264,0.821549129
Miris,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,MIR,-0.6,-2.051282051,3.852164959,2.906376014
Consensus,Sverige,Spotlight,Finans & Fastighet,Kapitalförvaltning,CAM B,-0.416666641,18.91891892,1.487456349,2.363357973
SensoDetect,Sverige,Spotlight,Hälsovård,Medicinsk Utrustning,SDET,-0.339805794,-6.427221172,12.21096813,4.602638259
HomeMaid,Sverige,Spotlight,Sällanköpsvaror,Konsumentservice,HOME B,-0.281842804,-29.36288089,0.385134769,7.260235807
